"","STN012.30.fil.dura.r1","STN012.30.fil.dura.r2","STN012.300.fil.dura.r1","STN012.300.fil.dura.r2","STN012.730.fil.dura.r1","STN012.730.fil.dura.r2","STN014.300.fil.dura.r1","STN014.300.fil.dura.r2","STN014.40.fil.dura.r1","STN014.40.fil.dura.r2","STN014.460.fil.dura.r1","STN014.460.fil.dura.r2","STN014.580.fil.dura.r1","STN014.580.fil.dura.r2","STN014.700.fil.dura.r1","STN014.700.fil.dura.r2","STN014.860.fil.dura.r1","STN014.860.fil.dura.r2","STN056a.150.fil.dura.r1","STN056a.150.fil.dura.r2","STN056a.170.fil.dura.r1","STN056a.170.fil.dura.r2","STN056a.310.fil.dura.r1","STN056a.310.fil.dura.r2","STN056b.190.fil.dura.r1","STN056b.190.fil.dura.r2","STN056b.30.fil.dura.r1","STN056b.30.fil.dura.r2","STN056b.350.fil.dura.r1","STN056b.350.fil.dura.r2","STN056b.390.fil.dura.r1","STN056b.390.fil.dura.r2","STN056b.410.fil.dura.r1","STN056b.410.fil.dura.r2","STN056b.90.fil.dura.r1","STN056b.90.fil.dura.r2","STN068.190.fil.dura.r1","STN068.190.fil.dura.r2","STN068.257.fil.dura.r1","STN068.257.fil.dura.r2","STN068.90.fil.dura.r1","STN068.90.fil.dura.r2","STN078.100.fil.dura.r1","STN078.100.fil.dura.r2","STN078.1040.fil.dura.r1","STN078.1040.fil.dura.r2","STN078.20.fil.dura.r1","STN078.20.fil.dura.r2","STN078.300.fil.dura.r1","STN078.300.fil.dura.r2","STN078.440.fil.dura.r1","STN078.440.fil.dura.r2","STN089.1271.fil.dura.r1","STN089.1271.fil.dura.r2","STN089.2.fil.dura.r1","STN089.2.fil.dura.r2","STN089.200.fil.dura.r1","STN089.300.fil.dura.r1","STN089.300.fil.dura.r2","STN089.500.fil.dura.r1","STN089.500.fil.dura.r2","STN106.100.fil.dura.r1","STN106.100.fil.dura.r2","STN106.170.fil.dura.r1","STN106.170.fil.dura.r2","STN106.20.fil.dura.r1","STN106.20.fil.dura.r2","STN106.318.fil.dura.r1","STN106.318.fil.dura.r2","STN132.100.fil.steri.r1","STN132.100.fil.steri.r2","STN132.200.fil.dura.r2","STN132.200.fil.steri.r1","STN132.30.fil.steri.r1","STN132.30.fil.steri.r2","STN132.305.fil.dura.r1","STN132.305.fil.dura.r2","STN132.505.fil.dura.r1","STN132.505.fil.dura.r2","STN146.160.fil.poly.S.r1","STN146.201.fil.steri.r1","STN146.201.fil.steri.r2","STN146.250.fil.poly.S.r1","STN146.268.fil.steri.r1","STN146.268.fil.steri.r2","STN146.30.fil.steri.r1","STN146.30.fil.steri.r2","STN153.120.fil.poly.S.r1","STN153.160.fil.poly.S.r1","STN153.2.fil.poly.S","STN153.200.fil.poly.L.r1","STN153.300.fil.poly.L.r1","STN153.548.fil.poly.L.r1","STN174.280.fil.poly.S.r1","STN174.3.fil.poly.S.r1","STN174.550.fil.poly.S.r1","STN174.620.fil.poly.S.r1","STN198.1487.fil.poly.LG.r2","STN198.150.fil.poly.LG.r1","STN198.20.fil.poly.S","STN198.300.fil.poly.S.r1","STN198.376.fil.poly.S.r2","STN198.750.fil.poly.LG.r1","STN20.175.fil.dura.r1","STN20.175.fil.dura.r2","STN20.25.fil.dura.r1","STN20.25.fil.dura.r2","STN20.499.fil.dura.r1","STN20.499.fil.dura.r2","STN22.150.fil.dura.r1","STN22.150.fil.dura.r2","STN22.2.fil.dura.r1","STN22.2.fil.dura.r2","STN22.250.fil.dura.r1","STN22.250.fil.dura.r2","STN22.325.fil.dura.r1","STN22.325.fil.dura.r2","STN22.465.fil.dura.r1","STN22.465.fil.dura.r2","STN22.610.fil.dura.r1","STN22.610.fil.dura.r2"
"Seq199",0,0,0.00263841192729709,0.0019287381991676,0.00204932268148663,0.00186525736110494,0.00503355704697987,0.00412643393579269,0,0,0.00296636524568202,0.00307710171853228,0.00365760454198057,0.00299040177494815,0.00282579004379975,0.0032630652095095,0.00290496610872873,0.00217889267556847,0.0032725321888412,0.00401644831213541,0.00367794035340209,0.00263016639828234,0.00416847119965353,0.00310043184586425,0.00307938918417278,0.00339522991155636,0,0,0.00528541226215645,0.00417675072214849,0.0050179211469534,0.0045338064261778,0.00413800816417827,0.0038633905115129,0.00383247728170684,0.00359188869691734,0.00304987441693577,0.00357425034801911,0.00333912725276736,0.00383840322425871,0.0015064114340302,0.0011753392456459,0.000295870493258379,0.000581151325347884,0.0038946587537092,0.00315474571661681,0,0,0.00466721765764014,0.00493179685808454,0.00415078933043005,0.00487295509919944,0.0016665915949732,0.00207144172343951,0.00428082191780822,0.0038116316242469,0.00585602742334793,0.0048947626040137,0.00638813044150224,0.00526440597581219,0.00578629291500579,0.00109502372551405,0.00153399806582853,0.00429294219859968,0.00614354927326307,0,0.000318651749044045,0.00557305548824812,0.00816149337963968,0.00139178844815588,0.00157223548593723,0.00329768690818297,0.00235376165983785,0.000688349681638272,0.000867716603757213,0.0120649651972158,0.0125319693094629,0.00952587811840635,0.00860909335485607,0,0,0,0.00263588801469707,0,0,0,0,0,0.00211806875577038,0,0.00179419525065963,0.00048735008687545,0.0039356605065024,0.000337165784416197,0,0.00074719800747198,0,0.0025503355704698,0.00077783911276158,0,0.000660889998531356,0.00174140182847192,0.00477436232831916,0.00141816033090408,0.00150900372220918,0,0,0.00209923028222985,0.00218516388729155,0.00253120363096797,0.00324851109907959,0.00218241338546876,0.00298201016816582,0.00303850156087409,0.00283611835045225,0.00370138374807813,0.00362861875838132,0.00402748163942194,0.00455093949319083,0.0044913967611336,0.00365813102760226
"Seq205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151011778918756,0,0,0,0.000335514175473914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141329438922127,0,0,0,0,0,0,0,0.000820554900251295,0.000983999315478737,0.00157839943580616,0.000639003155078078,0.00164840196587197,0.00123609394313968,0,0,5.79844601646759e-05,0,0,0.000422163588390501,0,0,0.000202299470649718,0,0.0011385874399573,0.0031496062992126,0.000402684563758389,0,0,0,0,0.000588620013080445,0,0,0,0,0,0,0.000174565767652963,0,0,0,0,0,0,0,0,0.000241337700396483,0,0.000399068839374792
"Seq207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319501577539039,0,0,0,0,0,0,0,0,0,0,0,0,0.000391389432485323,0.000616227319411161,0.0010738255033557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq210",0,0,0.00766395845548203,0.00592156464656718,0.00121569989579715,0.00106586134920282,0.00247864551555827,0.00342494016670793,0,0,0.000621979809578489,0.000696702275894101,0.000764275575936238,0.00091641344716153,0.00193095652992983,0.0017092246335526,0.0018905334993314,0.00162020224593553,0.00289699570815451,0.00239074304293775,0.00267850003997761,0.00263016639828234,0.00102858380251191,0.000996567379027793,0.00350122331899097,0.00314373139958922,0,0.000212021626205873,0.00115775697171046,0.00242017331563744,0.00197132616487455,0.00210263486431434,0.000950623497176089,0.00139082058414465,0.0021335440537337,0.00195507865781577,0.00188374596340151,0.0020693028330637,0.00164669289177568,0.000959600806064677,0.000551126134401293,0.00049862877088008,0,0.000193717108449295,0.0010200296735905,0.00108784335055752,0.000101943727062661,0,0.00379211434683261,0.00356051675608054,0.00210941752857921,0.00130525583014271,0.000405387144723211,0,0.00302950474183351,0.00221320545924013,0.00142829937154828,0.0020666775439169,0.00195765287723456,0.00118567702157932,0.00115725858300116,0.000730015817009369,0.00123386800947077,0.00229979046353554,0.00254732530842615,0,0.000283245999150262,0.00419998384621598,0.00373344909919687,0.00091001552379423,0.00128108076631922,0.00537051867904084,0.00174352715543545,0.00037859232490105,0,0.00547563805104408,0.0071611253196931,0.00614372595258781,0.00675948345439871,0,0.000385043210404723,0.00026866373375424,0.0015975078876952,0.00012210384932385,0.000185414091470952,0,0,0.000255131624724574,0.00152066474773258,0,0.00330694810905893,0.00120778065008264,0.00222450376454483,0.0022252941771469,0,0.0013520725849493,0.000855871276959945,0,0.00148040347267526,0,0.000954618886767514,0.000145116819039327,0,0.00126058696080362,0.00134133664196372,0.00015236470014627,0.000214270409256482,0.0020659091666389,0.00184013801035078,0.000916470280178057,0.00120315225891837,0.00159134309357097,0.00102659366445053,0.00108220603537981,0.000766518473095202,0.00091110984568077,0.00110436223081171,0.000852878464818763,0.000482675400792967,0.000885627530364372,0.000798137678749584
"Seq215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000512846812657059,0.00260973731496535,0.00241797360378816,0.00151763249331044,0.000427363472633475,0,0,0,0,0,0,0,0,0,0,0,0.0013520725849493,0.00123245463882232,0.0695302013422819,0.000125457921413158,0,0.000146864444118079,0,0.00307390451275343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq217",0,0,0.000628193316023117,0.000338375122660982,0,0,0,0,0,0,0.000334912205157648,0.000870877844867627,0.000436728900534993,0,0,0.000466152172787072,0,0.000335214257779764,0,0,0,0.000322061191626409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000941216736544879,0.0013433186687712,0.000399376971923799,0,0,0,0,0,0,0,0,0.000550917489511379,0,0,0,0,0,0.00147651006711409,0,0,0,0,0.00327011118378025,0,0,0,0,0.0003332111559095,0.000115008625646924,0,0,0,0,0,0,0,0,0,0,0,0
"Seq220",0,0,0,0,0.00118096561306009,0.0012435049074033,0,0,0,0,0.00244007463757715,0.0018578727357176,0.00163773337700622,0.00202575604109391,0.00207224603211981,0.00165742994768737,0.00161387006040485,0.00150846416000894,0.000804721030042918,0.000717222912881323,0.000679619413128648,0.0010198604401503,0.00097444781290602,0.00094120252463736,0.00109676875052729,0.000880244791884981,0,0,0.00206382764522299,0.00187368256694512,0.0010752688172043,0.00249687890137328,0.00139797573114131,0.00103023746973677,0.000316080600553141,0.000954805856142584,0.00130068173663437,0.00090296850897325,0.000823346445887842,0.00196718165243259,0.000330675680640776,0.000284930726217188,0,0,0.00185459940652819,0.00141419635572478,0,0,0.000437551655403763,0.000529266004282243,0.00142896026129559,0.00217542638357118,0.0019818927075357,0.00290001841281532,0.0005927291886196,0.00153694823558343,0.000666539706722529,0.00108772502311416,0,0.000853687455537112,0.0015001500150015,0.000162225737113193,0.000266782272318004,0.000255532273726172,0.000249737775335897,0,0,0,0.000347297590622965,0.000428242599432579,0,0.00037687850379234,0.000261529073315317,0.000206504904491482,0,0,0,0.00108601216333623,0.000975248856604789,0,0.000385043210404723,0,0.000359439274731419,0,0,0,0,0,0,0,0.000562884784520668,0,0.00094113620807666,0,0,0.000676036292474649,0.000342348510783978,0,0,0,0,0.00101581773327529,0.00189666448659254,0,0,0,0,0.00149945020159275,0.00161012075905693,0.000654621628698612,0.00156409793659388,0.00100027280167318,0.00190653109112241,0.000998959417273673,0.0015330369461904,0.000626388018905529,0,0.00151622838190002,0.00131011894500948,0.00189777327935223,0.00126371799135351
"Seq221",0,0,0.00452299187536645,0.00392515142286739,0.00166724557137895,0.00159879202380424,0.00175411836485662,0.0027647107369811,0,0,0.00220085163389312,0.00214816535067348,0.0014739600393056,0.00178459460763035,0.0022135355343098,0.0022271714922049,0.00165998063355928,0.00212302363260517,0.00284334763948498,0.0014822606866214,0.00183897017670105,0.00187869028448739,0.00086617583369424,0.00171631048610342,0.00139205264490003,0.00142515823448045,0,0,0.00251686298197926,0.00199078772737919,0.00161290322580645,0.00177409816676523,0.00128613767265,0.00103023746973677,0.00106677202686685,0.00109120669273438,0.00188374596340151,0.0020693028330637,0.00150946848412771,0.00139142116879378,0.00084506007274865,0.000676710474765823,0,0,0.00129821958456973,0.00146858852325265,0,0,0.00316009528902718,0.00238169701927009,0.00163309744148067,0.00261051166028542,0,0,0.00217334035827187,0.0016599040944301,0.00161873928775471,0.0020666775439169,0.0019061356962547,0.00265591652833768,0.0021002100210021,0.000811128685565965,0.000533564544636009,0.00281085501098789,0.00204784975775436,0,0,0.00266537436394475,0.00199696114608205,0.00369359242010599,0.00378501135503407,0.00395722428981957,0.00592799232848052,0.000998107038375495,0.00238622066033234,0.00222737819025522,0.00447570332480818,0.00397170162591535,0.0066922249125639,0,0.00222469410456062,0.0015112335023676,0.00155757019050282,0,0,0,0,0,0.00114049856079944,0,0.0019349164467898,0.000656863160571259,0.0027378507871321,0.00209042786338042,0,0.00227717487991461,0.00130092434097912,0,0.00228333416971948,0,0.00301072110442062,0.000773956368209742,0,0.00220602718140634,0.00197847154689648,0,0,0.00256572590050315,0.00237684493003642,0.000698263070611853,0.00126330987186428,0.000545603346367191,0.000879937426671881,0.000749219562955255,0,0.00113888730710096,0.00102547921432516,0.00189528547737503,0.000896397172901224,0.0010754048582996,0.0014632524110409
"Seq228",0,0,0.000460675098416953,0.000439887659459277,0.000208405696422369,0.000177643558200471,0.000419463087248322,0.000371379054221342,0,0,0,0,0,0,0,0,0.000276663438926546,0,0.000214592274678112,0.000286889165152529,0.00055968657551771,0,0,0,0,0,0,0.000185518922930139,0.000352360817477097,0.00023421032086814,0,0,0,0.000206047493947355,0,0,0.00017940437746681,0.000225742127243312,0.000320190284511939,0,0,0,0,0,0,0,0,0,0.000194467402401672,0.000288690547790314,0,0,0,0,0,0,0.000428489811464483,0.000271931255778539,0,0,0.000171445716000171,0,0,0.000255532273726172,0.000299685330403077,5.27259306126753e-05,0,0.000565382440836766,0.000520946385934448,0.000535303249290723,0.000349385663541606,0.0012248551373251,0,0.000275339872655309,0.000347086641502885,0,0,0.000930867568573911,0.000907990314769976,0,0,0.00030224670047352,0.00015975078876952,0.000305259623309625,0.00030902348578492,0.00097472672839936,0.000476644423260248,0.00345587382581468,0.000488785097485472,0.00130730099184358,0.000879507475813544,0.00347501801076408,0.000256673511293635,0.000236016049091338,0.000698849586066014,0,0,0.000536912751677852,0.000526923269935264,0.00198366002084524,0.000440593332354237,0.000193489092052436,0.000850228907782865,0.000393933425251133,0.000368867576540022,6.0945880058508e-05,0.000214270409256482,0,0,0,0.000300788064729592,0.000500136400836592,0.000146656237778647,0,0,0,0,0,0,0,0
"Seq234",0,0.000345864261579802,0.00117262752324315,0.00121815044157953,0,0,0.00087705918242831,0.00119666584137988,0,0.000306692019873643,0,0,0,0,0,0,0,0,0.000965665236051502,0.00100411207803385,0.000839529863276565,0.000858829844337091,0,0,0.00143423605838184,0.00184432242109234,0.000813496975913416,0.000954097317926428,0,0,0,0,0,0,0.000711181351244567,0.000954805856142584,0.000941872981700754,0.000677226381729937,0,0,0.00312304809494066,0.00309862164761192,0.00384631641235893,0.0034869079520873,0,0,0.000645643604730189,0,0.00126403811561087,0.00144345273895157,0,0,0,0,0,0,0,0,0,0,0,0.000648902948452772,0.000533564544636009,0.00117544845914039,0.00139853154188103,0,0.000920549497238352,0,0.00112871716952464,0,0,0,0,0,0,0.000649651972157773,0,0,0.000437180521926285,0.0168726601364173,0.00166852057842047,0.00141048460220976,0.00291545189504373,0.00674623767514271,0.00791100123609394,0.00229757014551278,0.00214489990467112,0.00294561057636553,0.00570249280399718,0.00403558132264757,0.00348284960422164,0.00347501801076408,0,0.00155096260831451,0.00172024513493173,0,0,0,0.000702564359913685,0.00231987358370037,0,0,0,0.00413630096513689,0.00392340967774387,0,0,0,0,0.00174565767652963,0,0.00131854142038738,0,0,0,0,0,0,0,0,0
"Seq235",0,0,0.000418795544015412,0,0,0,0.00141092129347163,0.000742758108442684,0,0,0,0,0.000436728900534993,0.00024116143346356,0.000188386002919983,0,0.000138331719463273,0.000111738085926588,0,0.000478148608587549,0,0.000644122383252818,0.00021654395842356,0.000332189126342598,0.000632751202227284,0.000335331349289517,0,5.30054065514682e-05,0.000604047115675023,0.000780701069560465,0,0.000262829358039293,0,0.000257559367434194,0.000987751876728566,0.000454669455305993,0.000897021887334051,0.000413860566612739,0.000640380569023877,0.000527780443335572,0.000183708711467098,0.000142465363108594,0,0.000129144738966196,0,0.00027196083763938,0,5.71346950435652e-05,0.000680635908405853,0.00146751028460077,0.00047632008709853,0.00060911938739993,0.00027025809648214,0,0.000790305584826133,0.000983646870773392,0.00142829937154828,0.00076140751617991,0.000772757714697852,0.000426843727768556,0.000728644293000729,0.000486677211339579,0.000466868976556508,0.000613277456942812,0,0,0,0.000888458121314918,0.000564358584762318,0.00433595631925486,0.00279508530833285,0.00522918924011872,0.00444599424636039,0.00199621407675099,0.00169204737732657,0.00222737819025522,0.0010230179028133,0.00511977162715651,0.00561608824320689,0,0.000342260631470865,0.0003358296671928,0,0,0,0,0,0.000139162704395222,0,0,0.000422163588390501,0.000127134805271857,0,0,0,0,0,0,7.52747528478948e-05,0,0,0,0,0.000275753397675793,0.000402400992589115,0,0.000107135204628241,0.0003998533870914,0,0.000654621628698612,0,0.000363735564244794,0.000488854125928823,0.000291363163371488,0.000804844396749962,0,0.000473298098919303,0.000189528547737503,0,0,0.000532091785833056
"Seq241",0,0,0,0,0,0,0.00228798047589994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203402963871759,0,0,0,0,0,0.00267038756706041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275974855624265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036941263391208,0.00471264826870083,0.00344943374339876,0,0,0,0,0,0,0,0.00211891342119761,0,0.00286590916753768,0,0,0,0,0.00692527726200632,0,0,0.00237024137764234,0.0013080444735121,0.00779988181997242,0.00932228966164783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq244",0,0,0,0,0,0.000488519785051295,0,0,0,0,0,0,0,0,0,0,0.000368884585235394,0.00055869042963294,0,0,0,0,0,0.000332189126342598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048910794236051,0.00118927819961577,0.00148738124940025,0.000183708711467098,0,0,0,0,0,0,0,0,0,0,0,0.00144137651457142,0.00179524949364758,0,0,0.000761759664825747,0,0,0,0,0,0,0,0.000249737775335897,0,0,0.000969227041434456,8.68243976557413e-05,0.00353300144531877,0.00617248005590171,0,0,0.000929272070211668,0.000173543320751443,0,0,0.000527491622191883,0.00010088781275222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402684563758389,0,0,0.000293728888236158,0,0.00255068672334859,0,0,0,0,0.0005331378494552,0.000728387962430516,0,0,0.000363735564244794,0,0.000291363163371488,0,0,0.000788830164865504,0,0,0.0013917004048583,0
"Seq249",0,0.000106419772793785,0.000544434207220035,0.00152268805197442,0,0,0,0.000288850375505488,0,0,0.000621979809578489,0.000464468183929401,0.000327546675401245,0.000530555153619833,0.000423868506569962,0,0.000368884585235394,0.000335214257779764,0.000429184549356223,0.000430333747728794,0.000319820900295834,0.000805152979066023,0,0.000332189126342598,0.000337467307854552,0.000502997023934275,7.07388674707318e-05,0,0.000855733413872949,0.000507455695214302,0,0,0.000559190292456523,0,0.000237060450414856,0.000318268618714195,0.000403659849300323,0.000451484254486625,0.000640380569023877,0.000767680644851742,0.000293933938347356,0.000178081703885743,0,9.68585542246473e-05,0,0.000163176502583628,0,0,0.00024308425300209,0.000312748093439507,0.000612411540555253,0.000957187608771319,0,0.00055238445958387,0.000329293993677555,0.000430345505963359,0,0.000652635013868494,0,0,0.000257168574000257,0.000162225737113193,0.000333477840397506,0.000868809730668983,0.000399580440537436,0.000105451861225351,0,0.00080768920119538,0.000824831777729542,0.000588833574219795,0.000349385663541606,0.000518207942714467,0.000784587219945951,0.000309757356737223,0.000433858301878606,0.000649651972157773,0,0.000744694054859129,0.00110976594027441,0,0.000213912894669291,0.00036941263391208,0.000519190063500939,0,0,0,0,5.79844601646759e-05,0.000217237821104654,0,0.000492524186455585,8.47565368479044e-05,0,0.000168582892208099,0,0.000320227717487991,0.000342348510783978,0,0.000526923269935264,0,0,0.000241861365065544,0,0,0,0,0,0.00036653227150045,0.000191681042744873,0.000218207209566204,0.000180472838837755,0.000227334727652996,0,0,0,0.000170833096065144,0,0,0,0,0
"Seq253",0,0,0,0,0.000138937130948246,0,0,8.25286787158538e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021654395842356,0,0,0,0,0,0,0.000195175267390116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395152792413066,0,0,0,0,0,0,0.000121669302834895,0,0,0,0,0,0,0,0.000374712274503506,0,0,0,0,8.67716603757213e-05,0.000464037122969838,0,0.00024823135161971,0.000235404896421846,0,0,0,0,0,0,0,0,0,0,0,0.000738786279683377,0.000148323939483833,0,0,0,0,0,0,0.00125457921413158,0,0,0.000145116819039327,0.00163505559189012,0,0,0,0,0,0,0,0,0,0,0,0.00022995554192856,0,0,0,0,0,0
"Seq255",0,0,0.000544434207220035,0.000913612831184651,0.0018061827023272,0.00230936625660612,0.000686394142769982,0.00103160848394817,0,0,0.00330127745083967,0.00325127728750581,0.00152855115187248,0.0027974726281773,0.00240192153722978,0.00212358212047444,0.00179831235302255,0.0018436784177887,0.00150214592274678,0.00205603901692646,0.00179899256416407,0.002361782071927,0.00308575140753573,0.00199313475805559,0.00303720577069096,0.00205390451439829,0.000282955469882927,0.000424043252411746,0.00276854928017719,0.00222499804824733,0.00232974910394265,0.00256258624088311,0.00335514175473914,0.00303920053572348,0.00165942315290399,0.00168227698463217,0.00385719411553642,0.00270890552691975,0.00393376635257525,0.00287880241819403,0.000587867876694713,0.000926024860205862,0.000464939346548882,0.000161430923707745,0.00380192878338279,0.00500407941256459,0,0,0.000875103310807526,0.000433035821685472,0.00278987479586282,0.00269752871562826,0.00409891446331246,0.00400478733198306,0.00256849315068493,0.00362719783597688,0.00452294800990288,0.00320878881818676,0.00324558240173098,0.00275077069006403,0.00265740859800266,0.000730015817009369,0.00110047687331177,0.00117544845914039,0.00229758753309026,0,0.000106217249681348,0.00177691624262984,0.00269155632732798,0.00321181949574434,0.00244569964479124,0.00197861214490978,0.0025281143753814,0.00189296162450525,0.00351425224521671,0.00176334106728538,0,0.00276157378676927,0.00326203927898843,0,0.00111234705228031,0.000839574167982,0.000758816246655218,0.000274733660978662,0,0,0,0,0,0,0,0,0,0,0,0.000711617149973314,0.00030811365970558,0.000939597315436242,0.000175641089978421,0,0.00124834777500367,0.00314419774585208,0.0026814911706998,0,0.000268267328392743,0,0,0.0023324780913665,0.0019551466359977,0.00144016758313695,0.00234614690489081,0.00163681003910157,0.00347086429409464,0.0023309053069719,0.00333435535796413,0.00216388588349183,0.00331308669243512,0.00274816394219379,0.00241337700396483,0.00366902834008097,0.00365813102760226
"Seq257",0,0,0.00657509004104196,0.00524481440124522,0,0,0.00297437461866992,0.00280597507633903,0.000272042220952692,0.000153346009936821,0.00636333189799531,0.00499303297724106,0.00480401790588492,0.00327979549510442,9.41930014599915e-05,0,0,0.00385496396446729,0.00139484978540773,0.00368174428612413,0.00175901495162709,0.00305958132045089,0.00568427890861845,0.00597940427416676,0.0022357209145364,0.002431152282349,0,0.000344535142584544,0.00437934158864391,0.00526973221953314,0.00561529271206691,0.00433668440764833,0.00419392719342392,0,0.00434610825760569,0.00213694643993817,0.00255651237890205,0.00398811091463185,0.00407099076022322,0.00427022358698781,0.00202079582613808,0.00146026997186309,0.00131028361300139,0.00103315791172957,0.00658382789317507,0.00456894207234158,0,0.000399942865304956,0.0040351985998347,0.00271850265835879,0.00449101796407186,0.00583014270797076,0.00409891446331246,0.00492542809795618,0.00507112750263435,0.00405754334194024,0.00552275756998667,0.00369826507858813,0.00365771984956983,0.00241878112402182,0,0.000973354422679158,0.00223430153066329,0.00306638728471406,0.00194795464762,0.000500896340820416,0.000955955247132134,0.00524997980776997,0.00290861732146733,0.00230180397195011,0.000989926046701217,0.00334479672115702,0.0047075233196757,0,0,0.00677494199535963,0.00460358056265985,0.00620578379049274,0.0051789077212806,0,0,0.00194781206971824,0.00203682255681137,0.0007326230959431,0.000556242274412855,0,0,0.000162356488461092,0.00287840112963667,0,0.00256816182937555,0.000953511039538924,0,0.00178697865740585,0,0.00167230030243729,0,0.000805369127516779,0.00160586139408842,0,0,0.00222512455860301,0.00156965336821452,0.00244238723655702,0.00305154086046746,0.000578985860555826,0,0.0028656159408217,0.00398696568909335,0.00296761805010038,0.00288756542140408,0.000818405019550787,0.00410637465780211,0.00199791883454735,0.00348765905258317,0.00694721257331587,0.00591622623649128,0.00535418147358446,0.00406826409239786,0.00632591093117409,0.00545394080478883
"Seq258",0.000146580282020463,0,0.00121450707764469,0.00128582546611173,0.00093782563390066,0.000888217791002354,0.000343197071384991,0,0.000190429554666884,0.000184015211924186,0.000143533802210421,0,0.00136477781417185,0.00091641344716153,0.00508642207883954,0.00481690578546641,0.000922211463088486,0.000782166601486116,0.000643776824034335,0.00200822415606771,0.000359798512832814,0,0.00048722390645301,0,0.00320593942461824,0.00272456721297732,0,0.000106010813102936,0,0.000273245374346163,0,0,0,0,0,0,0.0034535342662361,0.0054178110538395,0.00224133199158357,0.0032626427406199,0,0,0,0.000161430923707745,0.000741839762611276,0.00168615719336416,0,0.000199971432652478,0,0,0,0,0.0010359893698482,0.00101270484257043,0.00566385669125395,0,0.00223766901542563,0.000489476260401371,0.000618206171758281,0.000426843727768556,0.000685782864000686,0,0,0.000408851637961875,0.000549423105738974,0.000289992618369714,0,0.00379613924561829,0.00173648795311483,0.00588833574219795,0.0061142491119781,0,0,0.000963689554293581,0,0,0,0.000496462703239419,0.000706214689265537,0.00025642340632853,0,0,0,0.00167892792820294,0.00142150803461063,0,0,0.000255131624724574,0.000597404008037799,0.000142097933896041,0,0,0,0,0,0,0,0.0076510067114094,0.000326190595674211,0,0,0.00087070091423596,0.00470896010464356,0,0.000167667080245465,0.000548512920526572,0.000464252553389044,0.00069974342740995,0.000805060379528465,0.00344767391114602,0.00553450039102448,0.00322815313267255,0.00435080172076652,0.00374609781477627,0.00459911083857121,0.0016513865952964,0,0.00255863539445629,0.00286157559041545,0.00151821862348178,0.00152976388427004
