"","STN012.30.fil.dura.r1","STN012.30.fil.dura.r2","STN012.300.fil.dura.r1","STN012.300.fil.dura.r2","STN012.730.fil.dura.r1","STN012.730.fil.dura.r2","STN014.300.fil.dura.r1","STN014.300.fil.dura.r2","STN014.40.fil.dura.r1","STN014.40.fil.dura.r2","STN014.460.fil.dura.r1","STN014.460.fil.dura.r2","STN014.580.fil.dura.r1","STN014.580.fil.dura.r2","STN014.700.fil.dura.r1","STN014.700.fil.dura.r2","STN014.860.fil.dura.r1","STN014.860.fil.dura.r2","STN056a.150.fil.dura.r1","STN056a.150.fil.dura.r2","STN056a.170.fil.dura.r1","STN056a.170.fil.dura.r2","STN056a.310.fil.dura.r1","STN056a.310.fil.dura.r2","STN056b.190.fil.dura.r1","STN056b.190.fil.dura.r2","STN056b.30.fil.dura.r1","STN056b.30.fil.dura.r2","STN056b.350.fil.dura.r1","STN056b.350.fil.dura.r2","STN056b.390.fil.dura.r1","STN056b.390.fil.dura.r2","STN056b.410.fil.dura.r1","STN056b.410.fil.dura.r2","STN056b.90.fil.dura.r1","STN056b.90.fil.dura.r2","STN068.190.fil.dura.r1","STN068.190.fil.dura.r2","STN068.257.fil.dura.r1","STN068.257.fil.dura.r2","STN068.90.fil.dura.r1","STN068.90.fil.dura.r2","STN078.100.fil.dura.r1","STN078.100.fil.dura.r2","STN078.1040.fil.dura.r1","STN078.1040.fil.dura.r2","STN078.20.fil.dura.r1","STN078.20.fil.dura.r2","STN078.300.fil.dura.r1","STN078.300.fil.dura.r2","STN078.440.fil.dura.r1","STN078.440.fil.dura.r2","STN089.1271.fil.dura.r1","STN089.1271.fil.dura.r2","STN089.2.fil.dura.r1","STN089.2.fil.dura.r2","STN089.200.fil.dura.r1","STN089.300.fil.dura.r1","STN089.300.fil.dura.r2","STN089.500.fil.dura.r1","STN089.500.fil.dura.r2","STN106.100.fil.dura.r1","STN106.100.fil.dura.r2","STN106.170.fil.dura.r1","STN106.170.fil.dura.r2","STN106.20.fil.dura.r1","STN106.20.fil.dura.r2","STN106.318.fil.dura.r1","STN106.318.fil.dura.r2","STN132.100.fil.steri.r1","STN132.100.fil.steri.r2","STN132.200.fil.dura.r2","STN132.200.fil.steri.r1","STN132.30.fil.steri.r1","STN132.30.fil.steri.r2","STN132.305.fil.dura.r1","STN132.305.fil.dura.r2","STN132.505.fil.dura.r1","STN132.505.fil.dura.r2","STN146.160.fil.poly.S.r1","STN146.201.fil.steri.r1","STN146.201.fil.steri.r2","STN146.250.fil.poly.S.r1","STN146.268.fil.steri.r1","STN146.268.fil.steri.r2","STN146.30.fil.steri.r1","STN146.30.fil.steri.r2","STN153.120.fil.poly.S.r1","STN153.160.fil.poly.S.r1","STN153.2.fil.poly.S","STN153.200.fil.poly.L.r1","STN153.300.fil.poly.L.r1","STN153.548.fil.poly.L.r1","STN174.280.fil.poly.S.r1","STN174.3.fil.poly.S.r1","STN174.550.fil.poly.S.r1","STN174.620.fil.poly.S.r1","STN198.1487.fil.poly.LG.r2","STN198.150.fil.poly.LG.r1","STN198.20.fil.poly.S","STN198.300.fil.poly.S.r1","STN198.376.fil.poly.S.r2","STN198.750.fil.poly.LG.r1","STN20.175.fil.dura.r1","STN20.175.fil.dura.r2","STN20.25.fil.dura.r1","STN20.25.fil.dura.r2","STN20.499.fil.dura.r1","STN20.499.fil.dura.r2","STN22.150.fil.dura.r1","STN22.150.fil.dura.r2","STN22.2.fil.dura.r1","STN22.2.fil.dura.r2","STN22.250.fil.dura.r1","STN22.250.fil.dura.r2","STN22.325.fil.dura.r1","STN22.325.fil.dura.r2","STN22.465.fil.dura.r1","STN22.465.fil.dura.r2","STN22.610.fil.dura.r1","STN22.610.fil.dura.r2"
"Seq124",0,0,0.0092553815227406,0.0112002165600785,0.00635637374088225,0.00488519785051295,0.00713087248322148,0.0055294214739622,0,0,0.00363618965599732,0.00226428239665583,0.00207446227754122,0.00294216948825544,0.00390900956058965,0.00383280675402704,0.00419606215705261,0.00351974970668752,0.00273605150214592,0.0039208185904179,0.0034780522907172,0.00375738056897477,0.00205716760502382,0.00121802679658952,0.00362777355943643,0.00406589261013539,0,0,0.00196315312594382,0.00199078772737919,0.00221027479091995,0.00249687890137328,0.00145389476038696,0.00164837995157884,0.00276570525483998,0.00386469037010094,0.00242195909580194,0.00237029233605478,0.00164669289177568,0.00163132137030995,0.00143292794944336,0.000854792178651565,0,0.000387434216898589,0.00139094955489614,0.00141419635572478,0,0,0.00481306820944139,0.00435441576250391,0.00292596624931954,0.00391576749042812,0.00148641953065177,0.00193334560854355,0.00151475237091675,0.00129103651789008,0.000666539706722529,0.00076140751617991,0.00133944670547628,0.00109082285985298,0.000942951438000943,0.000730015817009369,0.000766999032914263,0.00270864210149742,0.00369611907497128,0,0.000141622999575131,0.00363460140537921,0.00408074668981984,0.00342594079546063,0.00244569964479124,0.00263814952654638,0.00444599424636039,0.00106694200653932,0.00134496073582368,0.00361948955916473,0.00319693094629156,0.0027305448678168,0.00349744417541028,0,0.00402156241978266,0.00591060214259328,0.00551140221254842,0.00109893464391465,0.00166872682323857,0,0,0,0.00135773638190409,0,0.0023570800351803,0.000783997965843116,0.00145448323066393,0.00404598941299437,0,0.00491015833481587,0.0030811365970558,0.00791946308724832,0.00845586390324685,0,0.00506682332207373,0.00474048275528467,0.00327011118378025,0.0047665944455387,0.00526474631970759,0,0.000142846939504321,0.0040651761020959,0.00295188805827104,0.00200750632800908,0.00138362509775612,0.00245521505865236,0.00175987485334376,0.00108220603537981,0.0017246665644642,0.000626388018905529,0.00134101128027136,0.00104240701255627,0.000620582658162386,0.000632591093117409,0.000399068839374792
"Seq125",0,0.000505493920770479,0.00121450707764469,0.000913612831184651,0.000972559916637721,0.00111027223875294,0.000915192190359976,0.000330114714863415,0.000353654887238499,0.000490707231797829,0.000861202813262523,0.0013934045517882,0.0014739600393056,0.000578787440312545,0.00131870202043988,0.00145025120422645,0.00101443260939733,0.000893904687412705,0.00150214592274678,0.00200822415606771,0.00139921643879428,0.00166398282340311,0,0.000166094563171299,0,0.000419164186611896,0,0,0,0.000507455695214302,0,0,0,0,0.00138285262741999,0.000863871965081386,0.000762468604233943,0.000601979005982166,0.00128076113804775,0.00119950100758085,0.00110225226880259,0.000463012430102931,0.000507206559871508,0,0,0.000870274680446016,0,0.000142836737608913,0.00116680441441003,0.000697668823826593,0.00204137180185084,0.00234946049425687,0.000720688257285708,0.000966672804271773,0.00250263435194942,0.00233616131808681,0.00123785945534184,0.00543862511557078,0.00546082118386482,0.00194451031539009,0.00265740859800266,0.00186559597680172,0.00150065028178878,0.00229979046353554,0.00104889865641077,7.9088895919013e-05,0,0.00104999596155399,0.000520946385934448,0.00904662491301322,0.0119955744482618,0.000989306072454892,0.0113329265103304,0.00674582688005507,0.00689834699986984,0.00074245939675174,0.000895140664961637,0.000465433784286955,0.000470809792843691,0.000410277450125647,0,0.00030224670047352,0,0.00332732989407491,0.00482076637824475,0.00118359674162779,0.000436924054655227,0.00115968920329352,0.00168359311356107,0.00031261545457129,0.00249780123131047,0.000889943636902996,0.000684462696783025,0,0.000161272981399849,0,0,0,0.000451648517087369,0,0,0.00362792047598317,0.00601700457815566,0,0.00080480198517823,0.00155411994149196,0.0032497678737233,0.00049981673386425,0.00233850872148744,0.0101684559657851,0.0092041147807255,0.00927525688824225,0.00752835353930387,0.00799167533818939,0.00885328836424958,0.00654860201583053,0.00504851305513923,0.0029376924899313,0.00258576107567661,0.00404858299595142,0.00492184901895577
"Seq128",0,0,0.00188457994806935,0,0.00573115665161514,0.00515166318781365,0.00167785234899329,0.00218700998597012,0,0,0.0055499736854696,0.00621226196005574,0.00425810678021618,0.00463029952250036,0.00489803607591956,0.00657792510488424,0.0051182736201411,0.00458126152299011,0.00456008583690987,0.00468585636415798,0.00427760454145678,0.00391841116478798,0.00909484625378952,0.00658841767246152,0.00383869062684552,0.00389822693549063,0,0,0.00488271418503977,0.00698727457256616,0.00770609318996416,0.00683356330902162,0.00766090700665436,0.00443002111986813,0.00422757803239826,0.00327362007820315,0.00601004664513814,0.00492870311147899,0.00695270332083067,0.00542174455426543,0.00172686188779072,0,0,0,0.00955118694362018,0.0110960021756867,0.000883512301209732,0,0.00325732899022801,0.00295907811485072,0.00911812738160044,0.00713539853811347,0.00720688257285708,0.00860799116184865,0.00612486828240253,0.00571744743637034,0.0115216149304894,0.00745091640833197,0.00783061150893823,0.0103391036281717,0.00848656294200849,0,0.00250108380298129,0.0035774518321664,0.00424554218071025,0,0,0.00565382440836766,0.00403733449099197,0.00305122852095712,0,0.00423988316766382,0,0.00244364136981587,0.0038613388867196,0,0,0.00688842000744694,0.00571697605595911,0,0.00350817147257637,0,0.00319501577539039,0,0,0,0,0.000243534732691639,0,0,0.00358839050131926,0,0.00855578370978782,0,0,0.00234833659491194,0.00140362889421431,0,0,0,0,0.00304745319982586,0.000850228907782865,0,0,0,0.00146418112991929,0.0070640765052814,0.00908568142610696,0,0.00703844071467244,0.00341002091479494,0.00611067657411029,0.00403746097814776,0.00551893300628545,0.00558054780479472,0.00788830164865504,0.0066334991708126,0.00655059472504741,0.00778087044534413,0.0068506817426006
"Seq130",0,0,0.0007119524248262,0,0.00024313997915943,0,0.000419463087248322,0.00066022942972683,0,0,0.00090904741399933,0.000580585229911751,0,0,0.000235482503649979,0.000310768115191381,0.000414995158389819,0.000391083300743058,0.000375536480686695,0,0,0.000644122383252818,0.00027067994802945,0.000332189126342598,0.000210917067409095,0.000251498511967138,0,0,0.000201349038558341,0.000507455695214302,0,0,0.000223676116982609,0.000154535620460516,0.000237060450414856,0.000318268618714195,0.00017940437746681,0.000564355318108281,0,0.000287880241819403,0.000110225226880259,0,0,0,0,0.000326353005167256,0,0,0.000680635908405853,0.000457093367334665,0,0.000696136442742778,0,0,0.000724446786090622,0.000307389647116685,0,0,0,0,0.000342891432000343,0.000365007908504684,0,0.000408851637961875,0.000599370660806154,0,0,0,0.000390709789450836,0.00182003104758846,0.00128108076631922,0.00113063551137702,0.00278964344869671,0.00110135949062124,0.0012148032452601,0.00102088167053364,0.000639386189258312,0.000868809730668983,0.00151331719128329,0,0,0.00073882526782416,0,0,0.000556242274412855,0,0,8.11782442305462e-05,0,0,0.00165347405452946,0.00252150697122516,0,0.000472032098182676,0,0,0,0,0.00127967079841421,0,0,0,0,0.000590900137876699,0.000469467824687301,0,0,0.00116623904568325,0.00176346559325283,0.000480055861045649,0,0.00063653723742839,0.000293312475557294,0.000208116545265349,0,0.000170833096065144,0,0,0.000275814514738838,0,0.000399068839374792
"Seq132",0,0,0.00301532791691096,0.00328223868981152,0.00850989927058006,0.00470755429231247,0.00507169005491153,0.00420896261450854,0.000217633776762153,0,0.0129658867996747,0.0127728750580585,0.0119008625395786,0.00766893358414122,0.0117741251824989,0.0108250893458331,0.0106054318255176,0.01424660595564,0.0117489270386266,0.00970641675432725,0.00415767170384585,0.0115942028985507,0.013263317453443,0.0152806998117595,0.00569476082004556,0.00326948065557279,0.00127329961447317,0.000397540549136012,0.0146984798147589,0.0149113904286049,0.0154719235364397,0.0122215651488271,0.015769166247274,0.0150414670581569,0.0050967996839194,0.00932072383377285,0.0112127735916756,0.0105722562925618,0.00997164028908609,0.0107475290279244,0.00323327332182092,0.00406026284859494,0,0,0.00769658753709199,0.0122382376937721,0,0.000342808170261391,0.00607710632505226,0.00594221377535064,0.0145617855198694,0.0178384963452837,0.00594567812260709,0.00662861351500644,0.0152792413066386,0.0126029755317841,0.0131879641972958,0.0131070865285256,0.0149399824841585,0.0146549679867204,0.0169302644550169,0.00348785334793365,0.00533564544636009,0.0101190780395564,0.0072923430398082,0.000210903722450701,0,0.00799612309183426,0.00746689819839375,0.00508538086826187,0.0061142491119781,0.00791444857963914,0.0066254031906547,0.00347616589227327,0.00616078788667621,0.0187470997679814,0.0115089514066496,0.0177175127218568,0.0156712402475114,0,0.00269530247283306,0.00476878127413776,0.00503214984623987,0.000793675020605025,0,0,0,0.000197147164559898,0.00325856731656981,0,0.00341248900615655,0.000572106623723355,0.0118069815195072,0.000337165784416197,0,0.0024906600249066,0.00243067442656624,0,0.00127967079841421,0,0.0104273755323836,0.00478885502829778,0.00176586003924133,0.00141816033090408,0.00130780322591462,0.00100560702096538,0.000785658167273766,0.012662023924561,0.0141460609545716,0.00711355503185825,0.0113096312338326,0.00882058743293626,0.0122213531482206,0.0117793964620187,0.0108845623179519,0.0151472011844428,0.0162499013962294,0.0149727552712627,0.0123082227202207,0.0144230769230769,0.018623212504157
"Seq134",0,0,0,0,0.00215352552969781,0.00270906426255718,0.00430902989627822,0.00334241148799208,0,0,0.00358834505526051,0.00388992104040873,0.00343924009171307,0.00342449235518256,0.00263740404087976,0.0022271714922049,0.00285885553557431,0.0027934521481647,0.00295064377682403,0.004877115807593,0.00619652994323179,0.00402576489533011,0.00400606323083586,0.00382017495293987,0.00501982620433645,0.00377247767950706,0.00077812754217805,0.000371037845860278,0.00729890264773986,0.00601139823561558,0.00507765830346475,0.00630790459294303,0.00313146563775653,0.00458455674032865,0.00632161201106282,0.00563790124579431,0.00372264083243631,0.00357425034801911,0.00329338578355137,0.00494194415123309,0.00238821324907227,0.00231506215051466,0,0,0.00176186943620178,0.00152298069078053,0,0,0.00330594584082843,0.00416195539731037,0.00680457267283615,0.00739644970414201,0.00459438764019639,0.00649051740011048,0,0.00153694823558343,0.00328508855456104,0.00310001631587535,0.00365771984956983,0.00222907280056912,0.0021002100210021,0,0.000733651248874512,0.00153319364235703,0.00249737775335897,0,0,0.00419998384621598,0.00607770783590189,0.00230180397195011,0.00209631398124964,0.00282658877844255,0.00191787987097899,0.000653932197556359,0.00104125992450866,0.00593967517401392,0.00754475703324808,0.00719870919697158,0.0077347323110035,0,0.00248138957816377,0.00174631426940256,0.0017971963736571,0.000763149058274062,0,0,0,8.11782442305462e-05,0.000868951284418617,0,0.000703605980650836,0,0.00102669404517454,0,0,0,0,0.043489932885906,0.000250915842826316,0,0,0,0,0,0.000670668320981858,0,0,0.0077971410482823,0.00801226758673567,0.00357859823688575,0.00366961438970102,0.00318268618714195,0.00439968713335941,0.00378772112382934,0.00275946650314273,0.00313194009452765,0.00283978859351582,0.00161099265576878,0.00210308567488364,0.00234058704453441,0.00292650482208181
"Seq142",0.00111401014335552,0.000957777955144066,0.00372728034173716,0.00402666395966569,0.00093782563390066,0.00137673757605365,0.00167785234899329,0.00210448130725427,0.000571288664000653,0.000613384039747286,0.00114827041768336,0.000812819321876451,0.0014739600393056,0.00168813003424492,0.000800640512409928,0.00129486714663076,0.00129109604832388,0.00167607128889882,0.00160944206008584,0.00229511332122024,0.00235867913968178,0.00203972088030059,0.00167821567778259,0.00116266194219909,0.00164515312579094,0.00180240600243115,0.00169773281929756,0.00106010813102937,0.00181214134702507,0.00206885783433523,0.00197132616487455,0.00131414679019646,0.00145389476038696,0.00128779683717097,0.00177795337811142,0.00181867782122397,0.00210800143523502,0.00248316339967644,0.00242429786844753,0.00177526149121965,0.00154315317632362,0.00128218826797735,0.00126801639967877,0.00138830594388661,0.00176186943620178,0.00190372586347566,0.000951474785918173,0.00102842451078417,0.00233360882882007,0.00226140929102413,0.00156505171475231,0.00130525583014271,0.000360344128642854,0.000230160191493279,0.00256849315068493,0.0016599040944301,0.00190439916206437,0.00217545004622831,0.00211220442017413,0.0017548019919374,0.0018001800180018,0.000730015817009369,0.000967085737152766,0.00173761946133797,0.0021976924229559,0.000316355583676052,0.000743520747769438,0.0016961473225103,0.0025179075320165,0.00294416787109898,0.00256216153263844,0.00197861214490978,0.00226658530206608,0.00106694200653932,0.00151850405657512,0.0039907192575406,0.0040920716112532,0.00425096189648753,0.00406914178100619,0.00666700856454177,0.00162573799948661,0.00114182086845552,0.00199688485961899,0.00280838853444855,0.00389369592088999,0.0162918610318179,0.0135843660629171,0.00533457033515018,0.0130885787215554,0.00537130190127036,0.00432717678100264,0.00599652498198924,0.00154004106776181,0.00171954550052261,0.00255348887216428,0.000889521437466643,0.000410818212940774,0,0.0015054950569579,0.0105571058736509,0.000514025554413277,0,0,0.00196966712625566,0.0018778712987492,0.000335202340321794,0.000214270409256482,0.00216587251341175,0.00130343109066513,0.00183294056035611,0.000902364194188775,0.00168227698463217,0.00175987485334376,0.00145681581685744,0.00145638509888088,0.00159444222994135,0.000552181115405853,0.0015636105188344,0.00124116531632477,0.00183451417004049,0.00179580977718656
"Seq144",0,0,0.00297344836250942,0.00301153859168274,0.00576589093435221,0.00661722254296754,0.00183038438071995,0.00189815961046464,0,0,0.00665039950241615,0.00586391082210869,0.00414892455508243,0.00689721699705783,0.00937220364526916,0.00870150722535868,0.00843823488725965,0.00910665400301693,0.00359442060085837,0.0043511523381467,0.00483729111697449,0.00332796564680623,0.0048722390645301,0.005370390875872,0.00194043702016367,0.00238923586368781,0.000282955469882927,0.000344535142584544,0.00558743581999396,0.0072214848934343,0.0045400238948626,0.00499375780274657,0.00447352233965218,0.0041209498789471,0.00316080600553141,0.00263708284077476,0.00444025834230355,0.00443959516911848,0.00498582014454304,0.00331062278092314,0.00113899401109601,0.00178081703885743,0,0.000258289477932393,0.00992210682492582,0.00663584443840087,0,0,0.0035004132432301,0.00259821493011283,0.00578388677191072,0.00730943264879916,0.00319805414170533,0.00290001841281532,0.00335879873551106,0.00350424197713021,0.00328508855456104,0.00511230760863654,0.00504868373602596,0.00588095802703344,0.00582915434400583,0.00125724946262725,0.00110047687331177,0.003270813103695,0.00304680085909795,0.000263629653063377,0.000247840249256479,0.00436152168645505,0.0039939222921641,0.00358653177024785,0.00186339020555523,0.00339190653413106,0.00488187603521925,0.00117019445878506,0,0.00556844547563805,0.00434782608695652,0.00524388730296636,0.00598601022329836,0.000358992768859942,0.00175408573628818,0.00171273130268328,0.00295538959223611,0.000152629811654812,0,0,0,0.000684216629943175,0.00363873350350296,0.000369454628129707,0.00481970096745822,0.00214010255540959,0.00693018480492813,0.00144981287298965,0,0.00281088774239459,0.00167750770284149,0.0025503355704698,0.00105384653987053,0.00195003866455973,0.00381847554707005,0.004885599574324,0.00287769784172662,0.0014969470159543,0.0014084034740619,0.00015236470014627,0.000178558674380401,0.00889673786278365,0.00996741422273337,0.00130924325739722,0.00210551645310714,0.00236428116759116,0.00415526007039499,0.00337148803329865,0.00306607389238081,0.00518193724730938,0.00686282243432989,0.00724946695095949,0.00596448888122737,0.00702176113360324,0.0066511473229132
"Seq148",0,0,0.00309908702571405,0.0018610631746354,0.00336922542549496,0.00555136119376471,0.00381330079316656,0,0,0,0.00459308167073346,0.00807013469577334,0.00567747570695491,0.00617373269666715,0.00414449206423963,0.00460972704200549,0.00631714852215613,0,0.00643776824034335,0.000239074304293775,0.00303829855281043,0,0.00438501515807709,0.00559185029343373,0.00755083101324559,0.00528146875130989,0.000990344144590245,0.000159016219654405,0.0047820396657606,0.00312280427824186,0.00412186379928315,0,0,0.00752073352907845,0.00517581983405768,0.00522869873601891,0.00336383207750269,0.00477820835998345,0.00750160095142256,0.0066692256021495,0.000146966969173678,0.000178081703885743,0,0.00132373357440351,0.00593471810089021,0.00418819689964645,0,0,0.000486168506004181,0.00363268939302812,0.0086418072945019,0.0107030978071702,0.00310796810954462,0.00280795433621801,0.0105374077976818,0.0106356817902373,0.00428489811464483,0.000108772502311416,0.00499716655504611,0.00588095802703344,0.00308602288800309,0,0.00326808283589555,0.00557060356723054,0,0,0.0010267667469197,0.00694612713028027,0.00811808118081181,0.0059953963920561,0.00471670645781168,0.00475809111037829,0,0.00223713646532438,0,0.00788863109048724,0.0138107416879795,0.0066712175747797,0.00881086898036051,0,0,0.00225005877019176,0,0,0,0,0,0,0,0,0,0.000317837013179641,0.00795687885010267,0.00171954550052261,0,0.00273972602739726,0,0,0.000677472775631053,0.0002689708502841,0.0059480099867822,0.0043535045711798,0,0.00330904077210951,0.0033198081888602,0,0.000999928576530248,0.00463163506714205,0.00310523289246693,0.00484420005236973,0.00595560368164591,0.00518323179048832,0.00581736409855299,0,0.00467576268588073,0,0,0.0045013030087657,0.00417169453542493,0.00442813765182186,0.00611905553708015
"Seq153",0.00023452845123274,7.98148295953388e-05,0.00318284613451713,0.00287618854261835,0.0128864188954498,0.0153661677843407,0,0,0,0,0.000382756805894455,0,0,0,0.000847737013139924,0,0.00253608152349334,0.00245823789038494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106742572495997,0.00030811365970558,0.000939597315436242,0,0,0,0,0,0,0,0,0,0.00036653227150045,0.000153344834195898,0,0,0,0.000342197888150176,0,0,0,0,0,0.000344768143423548,0,0
"Seq155",0,0,0.000251277326409247,0.000135350049064393,0.000868357068426537,0.00115468312830306,0.000648261134838316,0.00119666584137988,0,0,0.00239223003684034,0.00307710171853228,0.00360301342941369,0.0024116143346356,0.00164837752554985,0.00165742994768737,0.00142942776778715,0.000726297558522822,0.00182403433476395,0.00196040929520895,0.00119932837610938,0.00128824476650564,0.0027067994802945,0.00254678330195992,0.00151860288534548,0.00138324181581926,0.000176847168676829,0.000159016219654405,0.00211416490486258,0.00273245374346163,0.00221027479091995,0.00223404954333399,0.00279595146228261,0.0022665224334209,0.00173844330304228,0.00159134309357097,0.00304987441693577,0.0020693028330637,0.00288171256060745,0.00263890221667786,0.000661351361281552,0.00049862877088008,0,0.000193717108449295,0.00380192878338279,0.00342670655425619,0,0,0.000729252759006272,0.000697668823826593,0.00170114316820904,0.00174034110685694,0.00202693572361605,0.00202540968514086,0.002963645943098,0.00301241854174351,0.00342791849171586,0.00222983629738402,0.00242130750605327,0.00398387479250652,0.00261454716900261,0.00068945938273107,0.000733651248874512,0.000919916185414218,0.00139853154188103,0,0.000106217249681348,0.00080768920119538,0.00134577816366399,0.00337241047053156,0.00285331625225645,0.00127196495029915,0.00261529073315317,0.00216830149716056,0.00282007896221094,0.00129930394431555,0.00153452685421995,0.00217202432667246,0.00225316115146624,0,0.00141182510481732,0.00097390603485912,0.000479252366308559,0.000396837510302512,0,0,0,6.9581352197611e-05,0.000434475642209309,0,0.00102022867194371,0,0.00136892539356605,0,0,0,0.000273878808627182,0,0,0,0,0,0.00274689339437541,7.87866850502265e-05,0.000167667080245465,0,0.000142846939504321,0.0015994135483656,0.00176346559325283,0.0019202234441826,0.00306803826024183,0.00181867782122397,0.003324208056316,0.00174817898022893,0.00252951096121417,0.00324582882523774,0.00433856590676027,0.00326936744847193,0.00348215824857783,0.0027834008097166,0.00252743598270702
"Seq156",0,0,0,0,0.00329975686002084,0.00279788604165741,0.00144905430140329,0.000949079805232318,0.000136021110476346,0,0.00492799387589111,0.00499303297724106,0.00600502238235615,0.0051608546761202,0.00452126407007959,0.00429895892681411,0.00410384101074376,0.00351974970668752,0.00337982832618026,0.00411207803385292,0.00315823139042136,0.00241545893719807,0.00611736682546557,0.00631159340050936,0.00295283894372733,0.0028084000502997,0.000495172072295123,0.000636064878617619,0.00437934158864391,0.00546490748692326,0.00495818399044206,0.00519087982127604,0.00497679360286305,0.00633596043888116,0.00422757803239826,0.00277348367736655,0.00363293864370291,0.00270890552691975,0.00617509834415881,0.00546972459456866,0.00146966969173678,0.00113972290486875,0,0.00035514803215704,0.0058419881305638,0.00549360892031547,0,0.000399942865304956,0.00111818756380962,0.000890129189020136,0.00605606967882417,0.0060911938739993,0.00959416242511599,0.00943656785122445,0.00658587987355111,0.00565596950694701,0.00609407731860598,0.00565617012019361,0.00520323527896554,0.0061180934313493,0.00501478719300501,0.000730015817009369,0.00160069363390803,0.00204425818980937,0.00239748264322461,0,0.00038946324883161,0.00137307164203215,0.00138919036249186,0.00364006209517692,0.00349385663541606,0.00164884345409149,0.00401011245750153,0.00285665117879883,0.00368779556596815,0,0.00217391304347826,0.00335112324686608,0.00332929782082324,0,0.00158295542055275,0.00211572690331464,0.0015975078876952,0.000915778869928875,0.000865265760197775,0,0,0,0.00211806875577038,0,0.00130167106420405,0,0.00367898699520876,0,0,0.00074719800747198,0,0.0010738255033557,0,0,0.00132177999706271,0.0032409422918783,0.00202746893394375,0,0,0.000274256460263286,0,0.00349871713704975,0.00356526739505463,0.00440778563323732,0.00643686458521326,0.00354642175138674,0.00831052014078999,0.00528616024973985,0.00659205886861873,0.00654860201583053,0.00662617338487024,0.00710732054015636,0.00699879331149802,0.00645242914979757,0.00645161290322581
"Seq157",0,0,0,0,0.00684265369920111,0,0,8.25286787158538e-05,0,0,0.0090904741399933,0.0143985137018114,0.00687848018342614,0.00491969324265663,0.0011303160175199,0.00113948308903507,0,0.0055869042963294,0.00713519313304721,0.00698096968537822,0.00483729111697449,0,0.0107189259419662,0,0.0046823588964819,0.00473655530871442,0,0,0.00775193798449612,0.00597236318213756,0.00866188769414576,0.00972468624745384,0.000447352233965218,0.00721166228815742,0,0.00504683095389652,0,0.00688513488092103,0.0112981428963498,0.000959600806064677,0,0.00473697332336076,0,0,0.00185459940652819,0.00244764753875442,0,0.00182831024139409,0,0,0.0107512248230811,0.0135746606334842,0.00756722670149993,0.00787147854907015,0.011986301369863,0.00891429976638387,0.0114263949723862,0.0118562027519443,0.00850033486167637,0.00161252074934788,0.00848656294200849,0.000608346514174474,0.00636942675159236,0,0.00659307726886769,0,0,0,0.000781419578901671,0.00583480541726888,0.000524078495312409,0,0.00278964344869671,0,0.00433858301878606,0,0,0.00549211865458607,0.0051452784503632,0,0.00124069478908189,0.00325754777177016,0.00563121530412556,0,0,0,0,0,0,0,0.00397537379067722,0.0009747001737509,0.0132614647501711,0,0,0.0013520725849493,0,0.00348993288590604,0,0,0,0.00643351231074348,0.00209287115761936,0.00181209375615521,0,0,0,0.00703075538969045,0.00989074180563542,0.00554246312298158,0,0.00463762844412112,0.00870160344153305,0.00657648283038502,0.00482906638049977,0.00597915836228005,0.012463516604875,0.00980810234541578,0.0076193759696604,0,0.000465580312603924
"Seq159",0,0,0,0,0.00392497394928795,0.00373051472220989,0.000762660158633313,0.000949079805232318,0,0,0.00502368307736472,0.00638643752902926,0.00496779124358554,0.00501615781604206,0.00419158856496962,0.0039363961257575,0.00295107668188316,0.00301692832001788,0.00439914163090129,0.00401644831213541,0.00295834332773647,0.00359634997316157,0.00692940666955392,0.00697597165319455,0.00316375601113642,0.00318564781825041,0,0,0.00483237692540018,0.00636271371691779,0.00591397849462366,0.00525658716078586,0.00542414583682827,0.00556328233657858,0.00418806795732912,0.00336455396926434,0.00394689630426982,0.00379999247526243,0.00640380569023877,0.00642932540063334,0.00080831833045523,0.00121095558642305,0,0,0.00343100890207715,0.00418819689964645,0,0,0.00136127181681171,0.000914186734669329,0.00462710941752858,0.00513400626522798,0.011485969100491,0.00998895231080832,0.0041491043203372,0.00473380056559695,0.00614168729765759,0.00614564638059499,0.00659419916542167,0.0055963955418544,0.00454331147400454,0.000973354422679158,0.00140060692966952,0.00224868400879031,0.00284701063882923,0,0,0.00258460544382522,0.00282179292381159,0.00299769819602805,0.00221277586909684,0.00211994158383191,0.0025281143753814,0.00189296162450525,0.00329732309427741,0.00334106728538283,0.00345268542199488,0.00291671838153159,0.0030938929244014,0,0.0013262599469496,0.0015112335023676,0.0015975078876952,0,0,0,0,0.000115968920329352,0.00108618910552327,0,0.000949868073878628,0,0.00342231348391513,0,0,0,0.000924340979116741,0,0,0,0.00168894110735791,0.00807816959318918,0.00974493132766514,0,0,0,0,0.0032654693279131,0.00299022426682001,0.00283669372436065,0.00463213619683571,0.00295535145948895,0.00518185373484552,0.0063267429760666,0.00582554039552353,0.0061499914583452,0.00662617338487024,0.00511727078891258,0.00582658162385796,0.0072747975708502,0.00671765879614233
