"","STN012.30.pre.poly.3.LG","STN012.300.pre.poly.3.LG","STN012.730.pre.poly.3.LG","STN014.300.pre.poly.3.LG","STN014.40.pre.poly.3.LG","STN014.460.pre.poly.3.LG","STN014.580.pre.poly.3.LG","STN014.700.pre.poly.3.LG","STN014.860.pre.poly.3.LG","STN056a.150.pre.poly.3.LG","STN056a.170.pre.poly.3.LG","STN056a.310.pre.poly.3.LG","STN056b.190.pre.poly.3.LG","STN056b.30.pre.poly.3.LG","STN056b.350.pre.poly.3.LG","STN056b.390.pre.poly.3.LG","STN056b.410.pre.poly.3.LG","STN056b.90.pre.poly.3.LG","STN068.190.pre.poly.3.LG","STN068.257.pre.poly.3.LG","STN068.30.pre.poly.3.LG","STN068.90.pre.poly.3.LG","STN078.100.pre.poly.3.LG","STN078.180.pre.poly.3.LG","STN078.20.pre.poly.3.LG","STN078.300.pre.poly.3.LG","STN078.440.pre.poly.3.LG","STN089.1271.pre.poly.3.LG","STN089.2.pre.poly.3.LG","STN089.200.pre.poly.3.LG","STN089.300.pre.poly.3.LG","STN089.500.pre.poly.3.LG","STN106.100.pre.poly.3.S","STN106.170.pre.poly.2.LG","STN106.20.pre.poly.3.S","STN106.318.pre.poly.2.LG","STN132.100.pre.poly.3.S","STN132.200.pre.poly.3.S","STN132.30.pre.poly.3.S","STN132.305.pre.poly.3.S","STN132.505.pre.poly.3.S","STN146.160.pre.poly.3.S","STN146.201.pre.poly.3.S","STN146.250.pre.poly.3.S","STN146.268.pre.poly.3.S","STN146.30.pre.poly.3.S","STN153.160.pre.poly.3.S","STN153.2.pre.poly.3.S","STN153.548.pre.poly.3.S","STN174.280.pre.poly.3.S","STN174.3.pre.poly.3.S","STN174.550.pre.poly.3.S","STN174.620.pre.poly.3.S","STN198.1487.pre.poly.3.S","STN198.150.pre.poly.3.LG","STN198.20.pre.poly.3.S","STN198.300.pre.poly.3.S","STN198.376.pre.poly.3.S","STN20.175.pre.poly.3.LG","STN20.25.pre.poly.3.LG","STN20.499.pre.poly.3.LG","STN22.150.pre.poly.3.LG","STN22.2.pre.poly.3.LG","STN22.250.pre.poly.3.LG","STN22.325.pre.poly.3.LG","STN22.465.pre.poly.3.LG","STN22.610.pre.poly.3.LG"
"Seq43",0.00132362673726009,0.0131152372531683,0.00939874983136214,0.00469623555721208,0,0.00229002492085943,0.00238731313590633,0.0118881118881119,0.0170367915147498,0.00139618174644125,0.000844193531367066,0.000882448562537736,0.000758629409533443,0.00311284046692607,0.00142136308720063,0.000486039855268132,0.00205978662723144,0.00199518403852769,0.00102729674200176,0.00479728295478667,0.00162074554294976,0.00246457178065311,0.00214481177427705,0.00152788388082506,0.000520625976173705,0.00269065190651907,0.00307243259850987,0.0099451909476662,0.0130049806308799,0.000213051537166841,0.0038682305964562,0.00436419647441383,0,0.00364697301239971,0.00132494203378602,0.00390988642710855,0.00868306801736614,0.000194741966893866,0.00425079702444208,0.00523599939292761,0.000639643694771505,0.00960243169493282,0.00992496724760808,0.0126548376297288,0.0142731939401527,0.0417353102690829,0.0372564772042579,0.059476023997583,0.00802518911031755,0.012617772797078,0.0275051709721428,0.013707610703856,0.0159248672927726,0.0175033780272321,0.0291053227633069,0.00168006503477554,0.0124636897926096,0.0161669124474302,0.00256035113386979,0,0.00533869513970741,0.0120103314679294,0.00229749245109623,0.000647568534336551,0.00171289041145814,0.00249693359032767,0.000820883270398949
"Seq52",0,0.0030946065428824,0.00215856455457121,0.00156541185240403,0,0.00121236613457264,0.00147786051270392,0.0032967032967033,0.00185614849187935,0.00248884572191702,0.00226877011554899,0.0014397844967721,0.00118009019260758,0.000368625844767561,0.00163456755028072,0.00156612842253065,0.00147882116826872,0.00158238734090127,0,0.00225005306728932,0,0,0,0,0.00747251401096377,0.000999384993849938,0.00130578385436669,0,0.003043718871057,0.00119308860813431,0.00143498876965311,0.00145473215813794,0,0.00328227571115974,0,0.00316514615527835,0,0.00102239532619279,0,0.00667779632721202,0.00146881144725309,0,0,0.00174087713424841,0.00112683110053837,0,0.00100421771440048,0,0.00130553315670238,0.00124517494708006,0,0.00160915430001788,0.000663536137198857,0,0,0,0.000607984867932176,0,0.00128017556693489,0,0.00214934479650558,0.000817907877744296,0.000590783773139031,0.000647568534336551,0.000947556397827909,0.00144559313124233,0.00127236906911837
"Seq54",0.00909993381866314,0.00117889773062187,0.000404730853982102,0.016772269847186,0.0131058872477637,0.000336768370714623,0.000568407889501506,0,0,0.00215497617385498,0.00174114915844457,0,0.00324524802967084,0.00794593487610076,0.00142136308720063,0.000432035426905006,0.00100348579275378,0.00343997248022016,0.0235397710595832,0.000891530460624071,0.00525121555915721,0.0129390018484288,0.00362399230826122,0.0114591291061879,0.00716626343674394,0.0108394833948339,0,0,0,0.00144875045273452,0.000623908160718742,0,0.0599250936329588,0.0145878920495988,0.0284862537263995,0.0117296592813256,0.00723589001447178,0.00160662122687439,0.0276301806588735,0.00948550614660798,0.00170571651939068,0.00621740181686298,0.00480368414784231,0.00341479745564111,0.00306748466257669,0.0053299738346739,0.022996585659771,0.023738616254478,0.00215028990515686,0.00253185572572947,0.00910971262597368,0.00154955599260981,0.00102082482645978,0.000831514395592974,0.0125707814269536,0.00113810857194472,0.000878200364790921,0.000983123054235622,0.0237746891002195,0.0383795309168444,0.00131734035914858,0.0021093413689195,0.00551398188263096,0.000616731937463382,0,0,0.000369397471679527
"Seq57",0.000454996690933157,0.00397877984084881,0.00427215901425552,0.00775251584047708,0.000624089868941127,0.00154913450528726,0.00267151708065708,0.00679320679320679,0.0116672190918131,0.0106838255379852,0.00791431435656624,0.00264734568761321,0.00130652842752982,0.000614376407945935,0.00234524909388103,0.000702057568720635,0.00116193091792543,0.00240798073615411,0.0121221015556208,0.00708978985353428,0,0.000924214417744917,0,0.000636618283677107,0.0315744342020641,0.000691881918819188,0.00353329748828635,0.00318246110325318,0.0149418926397344,0.0237765515478194,0.00577115048664837,0.00312339551600205,0.0112359550561798,0.00346462436177972,0,0.0044684416309812,0.00868306801736614,0.00199610516066212,0.00371944739638682,0.00584307178631052,0.00236905072137594,0.000414493454457532,0.00234229227043551,0,0.00125203455615375,0.00125981199728656,0.00883711588672424,0.0123009193318659,0.00322543485773528,0.0075955671771884,0.0768824539013335,0.00661541212229573,0.00847284605961617,0.00979108200810727,0.100679501698754,0.0645650799385783,0.00726204147807877,0.00890272543557813,0.00384052670080468,0,0.00734937252998683,0.0164873009040034,0.0251411316791388,0.00826420796200931,0.0036444476839535,0.00280357455756089,0.0049252996223937
"Seq58",0,0.00810492189802535,0.014435400458695,0.00678345136041744,0,0.0362362766888934,0.0233047234695618,0.0173826173826174,0.0163738813390786,0.0166631256260054,0.0133488102147417,0.0239654451720775,0.0068698107641084,0,0.0126501314760856,0.0137711292325971,0.0107214534699482,0.0116959064327485,8.80540064572938e-05,0.0193589471449798,0,0.00138632162661738,0,0.000763941940412529,0,0,0.0283431907212536,0.0115364214992928,0.006087437742114,0.0141466220678782,0.0140691290242076,0.0145901078213247,0,0.00857038657913931,0,0.00968162353379259,0.0130246020260492,0.0118792599805258,0.00797024442082891,0.0297465472757626,0.0114425149842458,0.000138164484819177,0.000754297510818214,0.0041513223970539,0.00763741079253787,0,0.00220927897168106,0,0.0258418768959029,0.0223716432158718,0,0.0566779903450742,0.0393017558187015,0.0305165783182621,0.000679501698754247,0,0.198304397757211,0.335299579441805,0.00155449890270666,0,0.0192054357623241,0.00783469651312957,0.00361034528029408,0.00835671775262882,0.0180035715587303,0.0159015244436657,0.0174848136594976
"Seq61",0.000620450033090668,0.002210433244916,0.000854431802851104,0.00342899739098025,0,0.00060618306728632,0.000284203944750753,0.0003996003996004,0.00112694729864103,0.00227638328224118,0.00400991927399356,0.000510891273048163,0.00316095587305601,0.000245750563178374,0.000426408926160188,0.000432035426905006,0.00052815041723883,0.00515995872033024,0.0037276196066921,0.000636807471874337,0,0.000770178681454097,0,0.00216450216450216,0.0169969068692004,0.000922509225092251,0.000614486519701974,0,0,0,0.000187172448215623,0.000171144959780934,0,0.00601750547045952,0.00264988406757204,0.00670266244647179,0,0.00068159688412853,0,0.00576718773713765,0.00201369311316955,0.000690822424095886,0.00162769462860773,0.00160696350853699,0.000876424189307625,6.46057434505928e-05,0.00451897971480217,0.00384133972117916,0.00153592136082633,8.3011663138671e-05,0.00154028957443999,0,0.000306247447937934,0.00519696497245609,0,0.013639237647909,0,0.000273089737287673,0.0056693489392831,0,0.000277334812452333,0,0.000787711697518708,0,0.00021866686103721,0,0.000246264981119685
"Seq62",0.00169589675711449,0.00324196875921014,0.00256329540855331,0.00208721580320537,0.000832119825254837,0.000404122044857547,0.00102313420110271,0.000699300699300699,0.00444149817699702,0.00267095638449631,0.00116076610562972,0.000603780595420556,0.00084292156614827,0.00217079664140897,0.000781749697960344,0,0.000422520333791064,0.000481596147230822,0.00311124156149105,0.00212269157291446,0.00142625607779579,0.00138632162661738,0.00140522150728496,0.00101858925388337,0.00101062689492543,0.00161439114391144,0.00145940548429219,0.0015470297029703,0.00193691200885445,0.0025353132922854,0.000655103568754679,0.00106965599863084,0,0,0.00165617754223253,0.00167566561161795,0,0,0,0.00151768098345728,0.000829167752481581,0.00272874857517875,0.00293779030529199,0.00308001339136257,0.00331789157380744,0.0118874567949091,0.0101425989154449,0.0325866459493288,0.00226548400721883,0.0117876561656913,0.0321260396954627,0.00768818165564098,0.0123009391588403,0.0038457540796175,0.119932049830125,0.021190497696685,0.00631628723907316,0.00797422032880004,0.000640087783467447,0,0.00346668515565416,0.00619888075764098,0.00420112905343311,0.00101760769681458,0.000728889536790699,0.00100753460662344,0.00418650467903464
"Seq66",0,0,0.000269820569321401,0.000298173686172195,0,0.000336768370714623,0,0.0004995004995005,0.000464037122969838,0.000485628433544784,0,0.00083600390135154,0.000337168626459308,0,0.000497477080520219,0.000432035426905006,0.000580965458962713,0.000412796697626419,0.000469621367772234,0.000636807471874337,0,0,0,0,0.00817689033166937,0,0.00023043244488824,0,0.000830105146651909,0.00468713381767049,0.00296356376341403,0.000855724798904672,0,0.000547045951859956,0,0,0,0.000389483933787731,0,0.00811959326149643,0.000947620288550378,0,0,0,0,0,0,0,0.000153592136082633,0,0,0.000297991537040348,0,0,0,0,0.000168884685536716,0,0,0,0.000693337031130833,0,0.000525141131679139,0.000431712356224367,0.000328000291555815,0.000613281934466445,0
"Seq71",0.00128226340172071,0.0178308281756558,0.00845437783873724,0.00678345136041744,0.00145620969419596,0.010709234188725,0.0117660433126812,0.00679320679320679,0.00550215445807093,0.0014265335235378,0.00211048382841766,0.0013468951743997,0.00227588822860033,0.000573417980749539,0.00326913510056144,0,0.00163726629344037,0.00330237358101135,0.00275902553566187,0.00208023774145617,0.000842787682333874,0.00385089340727049,0.00103542637378892,0.00229182582123759,0.000796251492971549,0.00453567035670357,0.0072202166064982,0,0.00359712230215827,0.000639154611500522,0.000779885200898428,0.000812938558959439,0,0.00419401896425966,0,0.00819214299013219,0,0.00165530671859786,0,0.00599483988465625,0.00253488427187226,0.000932610272529446,0.00555798165866053,0.0117843990626046,0.0147114060348066,0.00109829763866008,0.039566177947379,0.00703526263541802,0.00810198517835887,0.00809363715602042,0.00255247986621485,0.00679420704451994,0.00627807268272764,0.0120153830163185,0.00237825594563986,0.00836419474302231,0.0121259204215362,0.0233764815118248,0.0117044623262619,0,0.0101920543576232,0,0.00229749245109623,0,0,0,0
"Seq78",0,0.00103153551429413,0.000584611233529703,0,0,0,0,0,0,0,0,0,0.000252876469844481,0,0,0,0,0,0,0,0,0,0,0,0.000122500229687931,0.000230627306273063,0,0.000397807637906648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051609829687562,0.00140609306996987,0,0,0,0.00030212784323881,0,0.00107915162080272,0,0.00148995768520174,0.000867701102490813,0,0,0,0.000675538742146862,0.000436943579660276,0.000457205559619605,0,0.000970671843583166,0,0,0.000277529371858522,0,0,0
"Seq81",0.00020681667769689,0,0,0,0,0,0,0,0,0,0,0,0,0.000245750563178374,0.000142136308720063,0,0,0,0.000146756677428823,0,0,0.000616142945163278,0,0,0,0.000384378843788438,0.000307243259850987,0,0.0196458218040952,0,6.23908160718742e-05,0,0,0,0,0,0,0,0,0,0,0.00117439812096301,0.00111159633173211,0.00113826581854704,0.00206585701765369,0.00390864747876086,0.0116489254870456,0.0290474340713885,0.00760281073609031,0.0491844104096626,0.592747436518065,0.0774182013230824,0.0467537770518579,0.0134289574888265,0.259343148357871,0.000108391292566164,0.0221576707424171,0.0170407996067508,0.000548646671543526,0,0,0.000215238915195867,0.0200210056452672,0,0,0,0
"Seq90",0,0.00501031535514294,0.00148401313126771,0.0033544539694372,0,0.0105745268404391,0.00818507360882169,0.003996003996004,0.0030493868080875,0.00412784168513066,0.00374610879544135,0.00334401560540616,0.00198086568044843,0,0.00326913510056144,0.00340227898687692,0.0024823069610225,0.00371517027863777,0,0.00335385268520484,0,0,0,0.000509294626941686,0,0.000922509225092251,0.00675935171672171,0.00190063649222065,0.00221361372440509,0.00202398960308499,0.00227726478662341,0.00248160191682355,0.0112359550561798,0.00510576221735959,0,0.003723701359151,0,0.00243427458617332,0.00478214665249734,0.00447715890119897,0.00255857477908602,0,0.000555798165866053,0.00234348844994978,0.00425691749092275,0,0.000803374171520386,0,0.00280305648350804,0.0612626073963392,0,0.0424339948745456,0.028021641486321,0.00459411703565118,0,0,0.217320813348646,0.00535255885083839,0.00201170446232626,0,0.00478402551480275,0.00142057684029272,0.000722069056058816,0.00123346387492676,0.0029155581471628,0.00267215700017522,0.00455590215071417
"Seq91",0,0.0390509873268494,0.0840041372487296,0.0352590383898621,0.000520074890784273,0.0279517747693137,0.0226226340021599,0.0697302697302697,0.0639708319522705,0.00764864782833035,0.00564554424101725,0.00654869722725373,0.0031188097947486,0,0.00739108805344325,0.020629691634714,0.00512305904721665,0.00887512899896801,0,0.00696242835915941,0,0,0,0,0,0.00199876998769988,0.0205084875950534,0.127563649222065,0.00581073602656336,0.00138483499158446,0.00873471425006239,0.00543385247304467,0,0.0171407731582786,0,0.0325823868925712,0.0159189580318379,0.0206426484907498,0.00318809776833156,0.0441645166186068,0.0360569519793419,0.00134710372698698,0.00349358847115805,0.019484432541011,0.0249780893952673,0.000290725845527667,0.00592488451496284,0,0.00622048151134662,0.000747104968248039,0.000704132376886855,0.0206806126706002,0.0270518579011842,0.0795343519384679,0,0,0.00398567857866649,0.0119613304932001,0.00365764447695684,0,0.0334881786036192,0.0271201033146793,0.00807404489956676,0.00178852261864381,0.00524800466489304,0.0125722796565621,0.0307010343129207
"Seq93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172814170762002,0,0,0.000322864690343411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180267628094017,0,0,0,0,0,0.000985059924478739
"Seq94",0,0.00884173297966401,0.0220353464945811,0.018263138278047,0,0.0288273725331717,0.022281589268459,0.0436563436563437,0.0239310573417302,0.0132637265911919,0.0122408062048225,0.0210858761785333,0.00560542841488599,0.000409584271963957,0.0145689716438064,0.0130690716638764,0.0071300306327242,0.00908152734778122,0,0.0205476544258119,0,0.00200246457178065,0,0.000763941940412529,0.000245000459375861,0.000922509225092251,0.0195867578155004,0.0186527581329562,0.00276701715550636,0.00517715235315423,0.00879710506613426,0.00971247646756803,0,0.0113056163384391,0,0.0217836529510333,0.0188133140376266,0.00613437195715677,0,0.0330854454393686,0.0259174148918528,0,0.000436698558894756,0.00441914964847673,0.00563415550269187,0,0.00552319742920265,0,0.0175862995814614,0.000747104968248039,0,0.0041122832111568,0.00316455696202532,0.0102484149256834,0,0,0.0095588732013781,0.00655415369490415,0.00548646671543526,0,0.0185120987311932,0.00576840292724925,0.00479191282657214,0.00894261309321903,0.0151609023652465,0.01182758016471,0.0146938105401412
"Seq95",0,0.00618921308576481,0.0158744434950758,0.0131196421915766,0,0.0219572977705934,0.0165406695844938,0.0346653346653347,0.0228704010606563,0.0215801135156463,0.0208937899013349,0.0289350239190005,0.00783917056517891,0,0.0228839457039301,0.0152292487984015,0.0154219921833738,0.0199518403852769,0,0.0233920611335173,0,0.00107825015403574,0,0,0.000796251492971549,0.000615006150061501,0.0241185958983025,0.0164869165487977,0.0130049806308799,0.0303172337388414,0.0270464187671575,0.0224199897313024,0.0131086142322097,0.0169584245076586,0,0.0236455036306088,0.0289435600578871,0.0252677702044791,0,0.074669904386098,0.0534694747814551,0,0.00051609829687562,0.0049548041513224,0.00569675723049956,0,0.00592488451496284,0,0.0459240486887071,0,0,0.000536384766672627,0.000867701102490813,0.0105602328240308,0,0,0.0129703438492198,0.0129444535474357,0.00283467446964155,0,0.0159467517160092,0.0148084373654757,0.00413548641197322,0.0148015664991212,0.0221946863952768,0.0127036972139478,0.0246675422754884
"Seq97",0.000124090006618134,0,0,0,0,0,0,0,0,0.000515980210641333,0.0006331451485253,0,0.000421460783074135,0,0,0.000324026570178755,0.000686595542410479,0.000412796697626419,0.00349280892280599,0.000636807471874337,0,0,0,0,0.0138119008973142,0,0.000691297334664721,0,0,0,0,0.000342289919561869,0,0,0,0.000930925339787749,0,0.000486854917234664,0,0.000834724540901503,0.000379048115420151,0,0,0,0,0,0,0,0.000499174442268556,0.000290540820985348,0,0,0,0,0,0.00354078222382802,0,0,0,0,0.000346668515565416,0,0,0.000215856178112184,0,0.000219029262309445,0.000287309144639632
"Seq98",0,0,0.0134910284660701,0,0,0.00154913450528726,0.00375149207070994,0.010989010989011,0.0101425256877693,0,0,0,0,0,0,0,0,0,0,0.000382084483124602,0,0,0,0,0,0,0,0.00159123055162659,0,0,0,0,0,0.00291757840991977,0,0,0,0.00243427458617332,0,0,0.00244012224301722,0,0.00115129620072254,0.00682959491128222,0.00807562288719169,0,0,0,0,0,0,0.00351630013707611,0.00714577378521846,0.21419810830475,0,0,0.000472877119502804,0.00262166147796166,0,0,0.00367468626499341,0,0,0,0,0,0
"Seq101",0,0,0,0.000298173686172195,0,0,0,0,0,0.00060703554193098,0.000474858861393975,0,0.000252876469844481,0,0.000355340771800156,0.000486039855268132,0,0.000481596147230822,0.000616378045201057,0.000679261303332626,0,0,0,0,0.00294000551251034,0,0,0,0,0.000766985533800626,0.000904666833042176,0,0,0,0,0.0022342208154906,0,0,0,0.00379420245864319,0.000758096230840302,0,0,0,0,0,0,0,0.000460776408247898,0,0,0,0,0,0,0,0,0,0,0,0.0012480066560355,0,0,0,0.000546667152593025,0,0
"Seq110",0,0,0.000629581328416603,0,0,0.00060618306728632,0.000227363155800603,0.000699300699300699,0.000928074245939675,0.000394573102255137,0,0.00055733593423436,0,0,0.000852817852320375,0.000486039855268132,0,0.000550395596835225,0,0.000636807471874337,0,0,0,0,0.00143937769883319,0,0,0.000397807637906648,0,0.000404797920616997,0.00043673571250312,0.000342289919561869,0,0.000547045951859956,0,0.000744740271830199,0,0,0,0,0.000355357608206392,0,0,0,0,0,0,0,0,0,0,0.000595983074080696,0,0,0,0.00177039111191401,0.000270215496858745,0,0,0,0.0020800110933925,0.000215238915195867,0,0,0.000874667444148839,0.000525670229542667,0.000369397471679527
"Seq117",0,0.00751547303271441,0.00350766740117822,0.00357808423406634,0.000624089868941127,0.0167710648615882,0.0140965156596374,0.0117882117882118,0.007756049055353,0.00995538288766807,0.0117659473434285,0.0104964934280804,0.00724912546887512,0.000450542699160352,0.0198280150664487,0.0183075012150996,0.00908418717650787,0.0122463020295838,0,0.0128210571004033,0,0.00123228589032656,0,0.00101858925388337,0,0.000845633456334563,0.0193563253706122,0.00552510608203678,0.0235196458218041,0.00711592134137248,0.00789243823309209,0.00907068286838953,0.0224719101123595,0.0107585703865791,0,0.00968162353379259,0.0347322720694645,0.00749756572541383,0.0053134962805526,0.0436333282743967,0.0178863329463884,0,0.000198499344952162,0.00354871108135253,0.00319268811819206,0,0.00341434022896164,0,0.0129401374649618,0,0,0.000536384766672627,0.000663536137198857,0.000228666458788068,0,0,0.000202661622644059,0,0.00283467446964155,0,0.0321708382444706,0.0065002152389152,0.00623605093868977,0.00425545036849733,0.0216480192426838,0.0258892588049763,0.0170333278607782
"Seq123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149243124156066,0,0,0,0.000469621367772234,0.00203778390999788,0,0,0,0,0.00584938596759869,0,0,0.000618811881188119,0,8.52206148667363e-05,0,0,0,0,0,0,0,0,0,0.00804370921232357,0.0015161924616806,0,0,0,0,0,0,0,0.00107514495257843,0,0,0,0,0.000353393618127014,0,0.00158973895763707,0,0,0,0,0.00110933924980933,0,0.000393855848759354,9.25097906195072e-05,0.00109333430518605,0,0
"Seq124",0,0,0.00445203939380312,0.00417443160641073,0,0,0,0,0.00258534968511767,0.00276201171578596,0.00327124993404738,0,0,0,0,0.00156612842253065,0.00100348579275378,0.004265565875473,0,0.00225005306728932,0,0,0,0,0.00116375218203534,0,0,0,0,0,0,0,0,0,0,0.00986780860175014,0,0,0,0.00698133252390348,0.00310345644500249,0,0,0.00381653833277536,0.00375610366846125,0,0,0,0.00180470759897093,0.00269787905200681,0,0.00327790690744383,0.00362392813393222,0.00278557322523646,0,0,0.00354657839627103,0,0.0056693489392831,0,0.00131734035914858,0,0,0,0,0,0
"Seq125",0,0.00766283524904215,0.00710527499213023,0.0102869921729407,0.000416059912627418,0.0111807099077255,0.00682089467401807,0.00989010989010989,0.00987736161750083,0.013324430145385,0.00949717722787949,0.00343690492777855,0.00885067644455683,0,0.00191884016772084,0.00183615056434628,0.000633780500686596,0.00295837633298934,0.00038156736131494,0.0109106346847803,0,0,0,0,0,0,0.017282433366618,0.0045968882602546,0.00996126175982291,0.0061571894241217,0.0113551285250811,0.0240458668492213,0,0.0169584245076586,0,0,0.0130246020260492,0.000973709834469328,0.00584484590860786,0.00280770981939596,0.00156357347610812,0,0.00051609829687562,0.000468697689989956,0.000438212094653812,0,0.00793331994376381,0,0.013477709941251,0.00112065745237206,0.000264049641332571,0.00190714583705823,0.00117394855042875,0.00561272217025257,0.000679501698754247,0.00357691265468341,0.00280348577990948,0.00830192801354525,0.00292611558156547,0,0.0158774180128961,0.0443392165303487,0.0344623867664435,0.0132905732523359,0.0243084660519698,0.012221832836867,0.0272943687407651
"Seq128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200870438567124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000574618289279264
"Seq130",0,0.0232832301797819,0.0129064172325404,0.0143123369362654,0.000728104847097982,0.0395366067218967,0.0188143011424999,0.0152847152847153,0.0203513423931057,0.0234619236956324,0.0215269350498602,0.0226185499976778,0.0115901715345387,0.000901085398320704,0.0218179233885296,0.0213857536317978,0.0153691771416499,0.0199518403852769,0,0.0252175758862237,0,0.00400492914356131,0.00103542637378892,0.00305576776165011,0,0.00299815498154982,0.0321837314693909,0.00711633663366337,0.0293303818483675,0.0120587170036432,0.0093274270027452,0.0138199555023105,0.0393258426966292,0.0333698030634573,0.00298111957601855,0.0387264941351704,0.0347322720694645,0.0211781888997079,0.0233793836344315,0.0604795871907725,0.0324796853900642,0.000207246727228766,0.00190559371154075,0.00723133578841647,0.0109553023663453,6.46057434505928e-05,0.00241012251456116,0,0.00894674192681335,0.00452413564105757,0,0.0053042493593182,0.004644752960392,0,0,0,0,0,0.0110643745427944,0,0.0401442141024752,0.00731812311665949,0.00669554942890902,0.00798667859015079,0.0151609023652465,0.0172157000175223,0.0177721228041373
"Seq132",0,0,0.000854431802851104,0.000596347372344391,0,0,0.000795771045302109,0.000799200799200799,0,0,0,0.000371557289489573,0,0,0.000426408926160188,0.000702057568720635,0.000739410584134361,0.000687994496044032,5.87026709715292e-05,0.00127361494374867,0,0,0,0,0.000704376320705601,0,0.000460864889776481,0,0,0.000383492766900313,0.000374344896431245,0,0,0,0,0.000930925339787749,0.00434153400868307,0,0,0.000531188344210047,0.00045011963706143,0,0,0,0,0,0,0,0.00061436854433053,0,0,0.000417188151856487,0,0,0,5.41956462830819e-05,0.000236438559751402,0,0,0,0.0004160022186785,0,0,0,0,0,0
"Seq134",0,0,0.00170886360570221,0.00387625792023854,0,0.00215531757257358,0.00204626840220542,0.0024975024975025,0.00192243950944647,0.00437065590190306,0.00548725795388593,0.00292601365473039,0.0037510009693598,0.00028670899037477,0.00511690711392225,0.00442836312577631,0.00137319108482096,0.00337117303061576,0,0.00356612184249629,0,0.000616142945163278,0,0,0,0,0.00522313541746678,0.000928217821782178,0,0.00198137929565162,0.00187172448215623,0.000812938558959439,0,0.00328227571115974,0,0.00949543846583504,0,0.00292112950340798,0,0.0102443466383366,0.00857596361138092,0,0.000317598951923459,0.00180783394710412,0.00181545010642294,0,0,0,0.00172791153092962,0,0,0,0,0.00557114645047292,0,0,0,0,0,0,0.00783470845177841,0.00107619457597934,0.00183799396087699,0.000770914921829227,0.00153066802726047,0.000919922901699667,0.00131341323263832
"Seq137",0,0.000589448865310934,0.000809461707964204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq142",0,0,0,0,0,0,0.000170522366850452,0,0,0,0,0,0,0,0,0,0,0,0.00137951276783094,0,0,0,0,0,0.00241937953633663,0,0,0,0,8.52206148667363e-05,6.23908160718742e-05,0,0,0,0,0,0,0,0,0,0.000142143043282557,0.00024178784843356,0.000119099606971297,0,0,0.00100138902348419,0,0.00164012257758211,0.000345582306185923,0,0.000176033094221714,0,0,0,0,0.00384789088609882,0,0,0,0,0,8.6095566078347e-05,0,9.25097906195072e-05,0.00014577790735814,0,0.000205220817599737
"Seq144",0,0.000442086648983201,0.000269820569321401,0,0,0,0,0.0004995004995005,0,0.000182110662579294,0.000580383052814858,0.000650225256606753,0.000210730391537067,0,0,0.000270022141815629,0.000369705292067181,0,0,0,0,0,0,0,0.000490000918751723,0,0.000153621629925494,0.000132602545968883,0,0,0.000311954080359371,0,0,0,0,0,0,0.000340798442064265,0,0,0.000355357608206392,0,0,0,0,0,0,0,0.000499174442268556,0,0,0,0,0,0,0.00142715201878782,0,0,0,0,0.000346668515565416,0,0,0.000123346387492676,0.00029155581471628,0.000394252672157,0
"Seq148",0,0,0,0,0,0,0.000284203944750753,0,0,0,0,0,0,0,0,0,0,0,0.000205459348400352,0.00093398429208236,0,0,0,0,0.00150062781367715,0,0,0,0,0.00057523915035047,0,0,0,0,0,0,0,0.000243427458617332,0,0,0.000379048115420151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162586938849246,0,0,0,0,0,0.000258286698235041,0,0,0,0,0
"Seq153",0,0.0114942528735632,0.0324234384134551,0,0,0,0,0,0.00543586344050381,0,0,0,0.000295022548151894,0,0.00056854523488025,0.000324026570178755,0,0.000343997248022016,0,0.000764168966249204,0,0,0,0,0,0,0.000384054074813734,0.000132602545968883,0,0.000319577305750261,0,0.000256717439671402,0,0.000364697301239971,0,0,0,0.000389483933787731,0,0.00151768098345728,0.000639643694771505,0,0,0.000535654502845665,0.000375610366846125,0,0,0,0.000191990170103291,0,0,0.000297991537040348,0.000255206206614945,0.00095624155493192,0,0,0,0,0,0,0,0.00111924235901851,0.0008533543389786,0.000647568534336551,0,0.00192745750832311,0
