"","STN002.20.fil.dura.r1","STN002.20.fil.dura.r2","STN056a.150.fil.dura.r1","STN056a.150.fil.dura.r2","STN056a.170.fil.dura.r1","STN056a.170.fil.dura.r2","STN056b.190.fil.dura.r1","STN056b.190.fil.dura.r2","STN068.190.fil.dura.r1","STN068.190.fil.dura.r2","STN078.100.fil.dura.r1","STN078.100.fil.dura.r2","STN078.1040.fil.dura.r1","STN078.1040.fil.dura.r2","STN078.20.fil.dura.r1","STN078.20.fil.dura.r2","STN089.1271.fil.dura.r1","STN089.1271.fil.dura.r2","STN089.2.fil.dura.r1","STN089.2.fil.dura.r2","STN089.200.fil.dura.r1","STN106.100.fil.dura.r1","STN106.100.fil.dura.r2","STN106.170.fil.dura.r1","STN106.170.fil.dura.r2","STN106.20.fil.dura.r1","STN106.20.fil.dura.r2","STN115.125.fil.dura.r1","STN115.125.fil.dura.r2","STN115.180.fil.dura.r1","STN115.180.fil.dura.r2","STN12.3.15.fil.poly.S.r1","STN12.3.165.fil.poly.S.r1","STN132.100.fil.steri.r1","STN146.160.fil.poly.S.r1","STN153.120.fil.poly.S.r1","STN153.160.fil.poly.S.r1","STN153.2.fil.poly.S","STN153.200.fil.poly.L.r1","STN174.3.fil.poly.S.r1","STN181.2.fil.poly.S.r1","STN20.175.fil.dura.r1","STN20.175.fil.dura.r2","STN22.150.fil.dura.r1","STN22.150.fil.dura.r2","STN22.2.fil.dura.r1","STN22.2.fil.dura.r2"
"Seq210",0,0,0.00289699570815451,0.00239074304293775,0.00267850003997761,0.00263016639828234,0.00350122331899097,0.00314373139958922,0.00188374596340151,0.0020693028330637,0,0.000193717108449295,0.0010200296735905,0.00108784335055752,0.000101943727062661,0,0.000405387144723211,0,0.00302950474183351,0.00221320545924013,0.00142829937154828,0.000730015817009369,0.00123386800947077,0.00229979046353554,0.00254732530842615,0,0.000283245999150262,0.00030182098661927,0.000295004588960273,0.000540745146812307,0.000477884564328572,0,0,0.00091001552379423,0,0.000255131624724574,0.00152066474773258,0,0.00330694810905893,0,0,0.00126058696080362,0.00134133664196372,0.000916470280178057,0.00120315225891837,0.00159134309357097,0.00102659366445053
"Seq215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000512846812657059,0,0,0,0,0,0,0,0,0,0,0,0
"Seq217",0,0,0,0,0,0.000322061191626409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432596117449846,0.000398237136940477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq220",0,0,0.000804721030042918,0.000717222912881323,0.000679619413128648,0.0010198604401503,0.00109676875052729,0.000880244791884981,0.00130068173663437,0.00090296850897325,0,0,0.00185459940652819,0.00141419635572478,0,0,0.0019818927075357,0.00290001841281532,0.0005927291886196,0.00153694823558343,0.000666539706722529,0.000162225737113193,0.000266782272318004,0.000255532273726172,0.000249737775335897,0,0,0,0,0,0.000106196569850794,0,6.61259037206842e-05,0.000428242599432579,0,0,0,0,0.000562884784520668,0,0,0,0,0.000654621628698612,0.00156409793659388,0.00100027280167318,0.00190653109112241
"Seq221",0,0,0.00284334763948498,0.0014822606866214,0.00183897017670105,0.00187869028448739,0.00139205264490003,0.00142515823448045,0.00188374596340151,0.0020693028330637,0,0,0.00129821958456973,0.00146858852325265,0,0,0,0,0.00217334035827187,0.0016599040944301,0.00161873928775471,0.000811128685565965,0.000533564544636009,0.00281085501098789,0.00204784975775436,0,0,0,0,0,0.000424786279403175,0,0,0.00369359242010599,0,0,0.00114049856079944,0,0.0019349164467898,0,0,0.00220602718140634,0.00197847154689648,0.000698263070611853,0.00126330987186428,0.000545603346367191,0.000879937426671881
"Seq228",0.000443270598230612,0.000338450380756678,0.000214592274678112,0.000286889165152529,0.00055968657551771,0,0,0,0.00017940437746681,0.000225742127243312,0,0,0,0,0,0,0,0,0,0,0.000428489811464483,0,0,0.000255532273726172,0.000299685330403077,5.27259306126753e-05,0,0.000134142660719675,0.00013111315064901,0.000378521602768615,0.000292040567089683,6.60312988356481e-05,0,0.000535303249290723,0,0.00345587382581468,0.000488785097485472,0.00130730099184358,0.000879507475813544,0.000698849586066014,0.000245170148082769,0.000393933425251133,0.000368867576540022,0,0.000300788064729592,0.000500136400836592,0.000146656237778647
"Seq234",0.000240104907374915,0,0.000965665236051502,0.00100411207803385,0.000839529863276565,0.000858829844337091,0.00143423605838184,0.00184432242109234,0.000941872981700754,0.000677226381729937,0.00384631641235893,0.0034869079520873,0,0,0.000645643604730189,0,0,0,0,0,0,0.000648902948452772,0.000533564544636009,0.00117544845914039,0.00139853154188103,0,0.000920549497238352,0.00865220161641906,0.00806345876491412,0.00600227112961661,0.0050974353528381,0.000550260823630401,0.00204990301534121,0,0.0168726601364173,0.00294561057636553,0.00570249280399718,0.00403558132264757,0.00348284960422164,0.00172024513493173,0.00416789251740708,0.00413630096513689,0.00392340967774387,0.00174565767652963,0,0.00131854142038738,0
"Seq235",0,0,0,0.000478148608587549,0,0.000644122383252818,0.000632751202227284,0.000335331349289517,0.000897021887334051,0.000413860566612739,0,0.000129144738966196,0,0.00027196083763938,0,5.71346950435652e-05,0.00027025809648214,0,0.000790305584826133,0.000983646870773392,0.00142829937154828,0.000486677211339579,0.000466868976556508,0.000613277456942812,0,0,0,0,0,0.000270372573406154,0.000159294854776191,0,0,0.00433595631925486,0,0.000139162704395222,0,0,0.000422163588390501,0,0,0.000275753397675793,0.000402400992589115,0.000654621628698612,0,0.000363735564244794,0.000488854125928823
"Seq241",0,0,0,0,0,0,0,0,0,0,0,0.00203402963871759,0,0,0,0,0,0,0,0,0,0,0,0.00275974855624265,0,0,0,0,0.00170447095843713,0,0.0017522434025381,0,0,0,0,0,0,0,0,0,0,0.00779988181997242,0.00932228966164783,0,0,0,0
"Seq244",0,0,0,0,0,0,0,0,0,0.00048910794236051,0,0,0,0,0,0,0.00144137651457142,0.00179524949364758,0,0,0.000761759664825747,0,0,0,0.000249737775335897,0,0,0,0,0,0,0.01476900050624,0.0767060483159936,0.00353300144531877,0,0,0,0,0,0,0,0,0,0,0,0.000363735564244794,0
"Seq249",0,0,0.000429184549356223,0.000430333747728794,0.000319820900295834,0.000805152979066023,0.000337467307854552,0.000502997023934275,0.000403659849300323,0.000451484254486625,0,9.68585542246473e-05,0,0.000163176502583628,0,0,0,0.00055238445958387,0.000329293993677555,0.000430345505963359,0,0.000162225737113193,0.000333477840397506,0.000868809730668983,0.000399580440537436,0.000105451861225351,0,0,0,0,0.000212393139701588,0,0.000220419679068947,0.000588833574219795,0,5.79844601646759e-05,0.000217237821104654,0,0.000492524186455585,0,0,0,0,0.000218207209566204,0.000180472838837755,0.000227334727652996,0
"Seq253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395152792413066,0,0,0.000121669302834895,0,0,0,0,0,0,0,0.000270372573406154,0.000212393139701588,0,0,0.000374712274503506,0,0,0,0,0.000738786279683377,0,0,0,0,0,0,0,0
"Seq255",0,0,0.00150214592274678,0.00205603901692646,0.00179899256416407,0.002361782071927,0.00303720577069096,0.00205390451439829,0.00385719411553642,0.00270890552691975,0.000464939346548882,0.000161430923707745,0.00380192878338279,0.00500407941256459,0,0,0.00409891446331246,0.00400478733198306,0.00256849315068493,0.00362719783597688,0.00452294800990288,0.000730015817009369,0.00110047687331177,0.00117544845914039,0.00229758753309026,0,0.000106217249681348,0,0,0,0.000159294854776191,0,0,0.00321181949574434,0,0,0,0,0,0,0,0,0.000268267328392743,0.00144016758313695,0.00234614690489081,0.00163681003910157,0.00347086429409464
"Seq257",0,0,0.00139484978540773,0.00368174428612413,0.00175901495162709,0.00305958132045089,0.0022357209145364,0.002431152282349,0.00255651237890205,0.00398811091463185,0.00131028361300139,0.00103315791172957,0.00658382789317507,0.00456894207234158,0,0.000399942865304956,0.00409891446331246,0.00492542809795618,0.00507112750263435,0.00405754334194024,0.00552275756998667,0.000973354422679158,0.00223430153066329,0.00306638728471406,0.00194795464762,0.000500896340820416,0.000955955247132134,0.00127435527683692,0.00140946636947686,0.00167630995511815,0.00215048053947857,0,0.000595133133486158,0.00230180397195011,0,0.000162356488461092,0.00287840112963667,0,0.00256816182937555,0,0,0.00244238723655702,0.00305154086046746,0.00296761805010038,0.00288756542140408,0.000818405019550787,0.00410637465780211
"Seq258",0.000443270598230612,0.000410975462347395,0.000643776824034335,0.00200822415606771,0.000359798512832814,0,0.00320593942461824,0.00272456721297732,0.0034535342662361,0.0054178110538395,0,0.000161430923707745,0.000741839762611276,0.00168615719336416,0,0.000199971432652478,0.0010359893698482,0.00101270484257043,0.00566385669125395,0,0.00223766901542563,0,0,0.000408851637961875,0.000549423105738974,0.000289992618369714,0,0,0,0,0,0,0.000264503614882737,0.00588833574219795,0.00025642340632853,0.000255131624724574,0.000597404008037799,0.000142097933896041,0,0,0,0,0.000167667080245465,0.00344767391114602,0.00553450039102448,0.00322815313267255,0.00435080172076652
"Seq260",0,0,0.00386266094420601,0.00320359567753658,0.00399776125369793,0.00343531937734836,0.00269973846283641,0.00222157018904305,0.00251166128453534,0.00267128183904586,0.000211336066613128,0.000322861847415491,0.00797477744807122,0.00723415828120751,0,0,0.00162154857889284,0.00216350580003683,0.00289778714436249,0.00288946268289684,0.00561797752808989,0.000811128685565965,0.00113382465735152,0.00189093882557367,0.00434543729084461,0.000184540757144364,0.000141622999575131,0.000335356651799188,0,0.000378521602768615,0.000185843997238889,0,0,0,0,0,0.00200944984521805,0,0.00186455584872471,0,0,0.000787866850502265,0.000435934408638208,0.00318582525966658,0.0072189135535102,0.00304628535055015,0.0052307391474384
"Seq265",0,0,0,0,0.00171903733909011,0.00751476113794954,0.0024466379819455,0.00155090749046401,0.0017491926803014,0.00594454268407389,0,0,0,0.00440576556975796,0,0.000428510212826739,0.00842304400702671,0.00441907567667096,0.00335879873551106,0.00399606541251691,0.00728432679489621,0.00373119195360344,0.00113382465735152,0,0,0,0,0.00207921124115497,0,0,0.00151330112037381,0,0,0.00182003104758846,0,0,0,0,0.0032014072119613,0,0,0,0,0.00174565767652963,0,0,0.00263981228001564
"Seq272",0,0,0,9.56297217175098e-05,7.99552250739586e-05,0,0,0,0.000493362038033728,0,0,0,0.000370919881305638,0,0,0,0.000360344128642854,0.000322224268090591,0,0,0,0,0.000200086704238503,0,0,0,0,0,0,0,0,0,0,0,0,4.63875681317407e-05,0,0,0.000351802990325418,0,0,0,0,0,0,0.000318268618714195,0.000293312475557294
"Seq283",0,0,0.000482832618025751,0.000334704026011284,0.000159910450147917,0,0,0,0,0.000639602693856052,0,0,0,0.000435137340223008,0,0,0.00121616143416963,0.00142699318725833,0,0.000122955858846674,0.000333269853361265,0,0,0.000306638728471406,0.000249737775335897,0,0,0,0,0,0,0.000836396451918209,0,0.000107060649858145,0,0,0,0,0.000105540897097625,0,0,0,0,0.000218207209566204,0,0,0
"Seq285",0,0,0,0,0.000719597025665627,0,0,0,0.000717617509867241,0.000827721133225479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071549036643328,0.000799160881074871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773966578715919,0,0,0,0.00080480198517823,0,0,0,0
"Seq290",0,0,0,0,0,0,0,0.000251498511967138,0,0,0,0,0,0,0,0,0.00027025809648214,0.000322224268090591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374712274503506,0,0,0,0,0.00038698328935796,0,0,0,0,0,0,0,0
"Seq291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52199581032184e-05,0,0,0,0,0,0,0,0,0,0,0.0738229920982546,0.00297566566743079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96474273880954e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq299",0.000332452948672959,0.000362625407953584,0.00177038626609442,0.00105192693889261,0.000999440313424482,0.00177133655394525,0.00118113557749093,0.00113174330385212,0.000852170792967348,0.000601979005982166,0.00122574918635614,0.000613437510089433,0.000370919881305638,0.00054392167527876,0.000475737392959087,0.000199971432652478,0.000405387144723211,0,0.000790305584826133,0.0016599040944301,0.000714149685774138,0.00068945938273107,0.000766999032914263,0.00143098073286656,0.00119874132161231,0,0.000354057498937827,0.001240819611657,0.00163891438311263,0.0040555886010923,0.00254871767641905,0.000418198225959105,0.00454064538882031,0,0.00148725575670547,0.000115968920329352,0.00114049856079944,0,0.00158311345646438,0,0.000245170148082769,0.00212724049635612,0.00244793937158378,0,0.000601576129459183,0.000863871965081386,0.000488854125928823
"Seq305",0,0,0,0,0,0,0,0,0.00053821313240043,0.000601979005982166,0,0.000161430923707745,0,0,0,0,0.000855817305526778,0,0.000658587987355111,0.000553301364810033,0.00119024947629023,0,0,0,0,0,0,0,0,0,7.96474273880954e-05,0.0011005216472608,0.00105801445953095,0.0025159252716664,0,0.000104372028296417,0,0,0,0,0,0,0.000100600248147279,0,0.00036094567767551,0,0.000537739538521705
"Seq307",0.000110817649557653,0,0.00160944206008584,0.00157789040833891,0.00179899256416407,0.00209339774557166,0.00143423605838184,0.00238923586368781,0.0017940437746681,0.00203167914518981,0.000338137706581005,0.000839440803280276,0.00185459940652819,0.00195811803100354,0,0,0.00013512904824107,0,0.00164646996838778,0.00344276404770687,0.00366596838697391,0,0.00173408477006703,0.0019420452803189,0.00209779731282154,0,0,0.000972534290217647,0.000229448013635768,0.00173038446979938,0.000584081134179366,0,0,0.00299769819602805,0,0.000150759596428157,0.00173790256883723,0,0.00263852242744063,0,0,0.00141816033090408,0.0014084034740619,0.0019202234441826,0.00144378271070204,0.00186414476675457,0.00200430191630817
"Seq308",0,0,0.000214592274678112,0.000430333747728794,0.000239865675221876,0.000751476113794954,0.000253100480890914,0.000628746279917844,0.00107642626480086,0.000865344821099364,0,6.45723694830982e-05,0.000834569732937685,0.00168615719336416,0,0,0.000810774289446421,0.0011508009574664,0.000263435194942044,0.000430345505963359,0.0015235193296515,0.00024333860566979,0.000100043352119252,0.000204425818980937,0.000199790220268718,7.9088895919013e-05,0,0,0,0,7.96474273880954e-05,0,0,0.00123119747336866,0,0,0.000651713463313963,0,0.00038698328935796,0,0,0,0,0.000567338744872131,0.000842206581242856,0.00059107029189779,0.000977708251857646
"Seq314",0,0,0.000107296137339056,0,0,0.000107353730542136,0,8.38328373223792e-05,0.000224255471833513,0.000300989502991083,0.000169068853290503,0,0,0.000598313842806636,0,0,0.000225215080401784,0,0,0,0,0,0,0.000153319364235703,0,0,0,0.000100606995539757,0,0.000216298058724923,0.000292040567089683,0,0,0.000374712274503506,0,0,0.000217237821104654,0,0.00158311345646438,0,0,0.000275753397675793,0.000201200496294558,0.000305490093392686,0.000180472838837755,0.000136400836591798,0
"Seq323",0,0,0,0,0,0,0,0,0,7.52473757477708e-05,0,0,0,0.000163176502583628,0,0,0.000225215080401784,0.000138096114895968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351802990325418,0,0,0,0,0,0,0,0
"Seq326",0,0,0.00112660944206009,0.00124318638232763,0.00103941792596146,0.0013419216317767,0.0015607862988273,0.00197007167707591,0.000717617509867241,0.000639602693856052,0,0.000387434216898589,0,0,0,0,0,0,0.000790305584826133,0.000799213082503381,0.000333269853361265,0.000486677211339579,0.000466868976556508,0.0014820871876118,0.00104889865641077,0,0,0.000536570642878702,0.000557230890258293,0.00124371383766831,0.000929219986194446,0,0.000242461646975842,0.000267651624645362,0,0,0.000651713463313963,0,0.000914687774846086,0,0,0.00193027378373055,0.0023808725394856,0.000741904512525094,0,0.000772938074020187,0
"Seq334",0.0014590990525091,0.00147467665901124,0,0,0,0,0,0,0,0,0.000253603279935754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104889865641077,0,0,0,0,0,0,0,0,0,0,0.00741041400904558,0.0093955357627763,0.00954898115781396,0,0.0147564777980862,0.00872805727174659,0,0,0,0,0,0
"Seq350",0,0,0,0,0.00107939553849844,0,0,0,0.00134553283100108,0.00112871063621656,0.000380404919903631,0.000226003293190844,0.00250370919881306,0.00163176502583628,0,0,0.00292779604522319,0.00368256306389247,0,0.00135251444731341,0.00423728813559322,0,0,0.00306638728471406,0,0,0.000354057498937827,0,0,0,0.000132745712313492,0,0,0.00139178844815588,0,0,0,0,0.0019349164467898,0,0,0.000709080165452039,0.000469467824687301,0.00126560181548398,0.00216567406605306,0.00145494225697918,0.002493156042237
"Seq355",0,0,0.000536480686695279,0.0014822606866214,0.00127928360118334,0.00139559849704777,0.000717118029190922,0.0012155761411745,0.00161463939720129,0.000865344821099364,0,0,0.00315281899109792,0.00310035354908893,0,0,0.00162154857889284,0.00331430675750322,0.000790305584826133,0.000799213082503381,0.00328508855456104,0,0.000266782272318004,0,0.000299685330403077,0,0,0,0.000229448013635768,0,0,0,0,0.00160590974787217,0,3.47906760988055e-05,0,0,0.000633245382585752,0,0,0,0,0,0.00312819587318775,0.00127307447485678,0.00327532264372311
"Seq356",0.00171767356814362,0.0017164269309803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq358",0.000424800989971003,0,0.00144849785407725,0.00129100124318638,0.00179899256416407,0,0.000843668269636379,0.000922161210546171,0,0.000263365815117198,0.00143708525296927,0.00113001646595422,0,0,0.000951474785918173,0.000514212255392087,0,0,0,0,0.00061892972767092,0,0.000666955680795011,0.00122655491388562,0.000399580440537436,0,0,0.00268285321439351,0.00291726760194047,0.00308224733683015,0.00326554452291191,0.00112253208020602,0.00286545582789631,0,0.00194881788809683,0,0,0,0.000914687774846086,0,0,0.00169391372857987,0.00211260521109285,0,0,0,0
"Seq359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113556480830585,0.00135400626559762,0,0.00037471345441721,0,0,0.000579844601646759,0.000923260739694781,0.000142097933896041,0.00179419525065963,0.000161272981399849,0,0,0,0,0,0,0
"Seq360",0,0,0.000965665236051502,0.00114755666061012,0,0,0.000337467307854552,0.000335331349289517,0.00278076785073556,0.0020693028330637,0,0,0,0,0,0,0,0,0.00158061116965227,0.00227468338866347,0,0,0.000433521192516757,0,0,0,0,0,0,0,0,0,0.00648033856462705,0,0,0,0,0,0,0,0,0,0,0.00183294056035611,0,0.00195507865781577,0
"Seq369",0,0,0.000804721030042918,0.000621593191163814,0,0.000214707461084273,0.000295283894372733,0.000167665674644758,0.000852170792967348,0,0,0,0.00111275964391691,0.00174054936089203,0,0,0,0,0.000461011591148577,0.000491823435386696,0.000142829937154828,0.000121669302834895,0.000166738920198753,0,0,0,0,0,0,0,0,0,0,0.000374712274503506,0,0,0,0,0,0,0,0,0,0,0,0.000318268618714195,0.000733281188893234
"Seq371",0,0,0,0,0.000119932837610938,0,0.000295283894372733,0,0,0.000112871063621656,0,0,0,0,0,0,0.000225215080401784,0,0.0005927291886196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130924325739722,0.000120315225891837,0,0.000293312475557294
"Seq380",0,0,0,0,0,0.000214707461084273,0,0,0.000224255471833513,0.000112871063621656,0,0,0,0.000217568670111504,0,0,0,0,0,0.000245911717693348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642363899148868,0,5.79844601646759e-05,0.000108618910552327,0,0.000175901495162709,0,0,0,0,0.000349131535305927,0.000541418516513265,0,0
"Seq386",0,0,0.000912017167381974,0.000860667495457588,0.000599664188054689,0.0013419216317767,0.000717118029190922,0.000502997023934275,0.00148008611410118,0.00097821588472102,0,0,0.0010200296735905,0.00184933369594778,0,0,0.0016665915949732,0.00165715337875161,0.0005927291886196,0.000368867576540022,0.00161873928775471,0,0,0.000459958092707109,0.000749213326007692,0,0,0,6.5556575324505e-05,0,0,0,0,0,0,0,0.000597404008037799,0,0.00059806508355321,0,0,0,0,0.000567338744872131,0.000962521807134693,0.000818405019550787,0.00117324990222917
"Seq387",0,0,0.000912017167381974,0.000765037773740078,0.000799552250739586,0.000912506709608159,0.000632751202227284,0.00100599404786855,0.000897021887334051,0.00090296850897325,0,0,0.00204005934718101,0.0025020397062823,0,0,0.00180172064321427,0.00290001841281532,0.00125131717597471,0.000799213082503381,0.0015235193296515,0.00024333860566979,0.000300130056357755,0.000255532273726172,0.000599370660806154,0,0,0,0,0,0,0,0,0.000963545848723302,0,0,0,0,0,0,0,0,0,0.000610980186785371,0.00150394032364796,0.00059107029189779,0.00175987485334376
"Seq389",0,0,0.000751072961373391,0.000812852634598833,0.000679619413128648,0.00059044551798175,0.000590567788745465,0.000502997023934275,0.000717617509867241,0.000827721133225479,0,0,0.0010200296735905,0.000979059015501768,0,0,0.00144137651457142,0.00142699318725833,0.00164646996838778,0.00202877167097012,0.00161873928775471,0.000608346514174474,0.000633607896755261,0.000868809730668983,0.000599370660806154,0.000105451861225351,0,0,0,0,0,0,0,0,0,0,0,0,0.000422163588390501,0,0,0,0,0.000305490093392686,0.00072189135535102,0.000454669455305993,0.00102659366445053
"Seq396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394426958378271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq401",0,0,0,0,0,0,0.000253100480890914,0,0.000134553283100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199790220268718,0,0,0.000100606995539757,0,0.000270372573406154,0.000265491424626985,0,8.81678716275789e-05,0,0,0,0,0,0.000281442392260334,0,0,0,0,0,0,0,0
"Seq407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq420",0,0,0,0,0,0,0.000126550240445457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214121299716289,0,6.9581352197611e-05,0,0,0.000140721196130167,0,0,0,0,0,0,0,0
"Seq425",0.000240104907374915,0.000338450380756678,0,0,0,0,0,0,0,0,0.000718542626484636,0.000419720401640138,0,0,0.000679624847084409,0.000485644907870304,0,0,0,0,0,0,0.000166738920198753,0.000204425818980937,0,0.00044817041020774,0.000318651749044045,0.00157617626345619,0.00163891438311263,0,5.30982849253969e-05,0,0,0,0.00441048258885071,0.00132204569175461,0.00141204583718025,0.00161991644641487,0.000316622691292876,0.0038974303838297,0.00647249190938511,0.000157573370100453,0.000335334160490929,0.000305490093392686,0,0.000409202509775393,0
"Seq427",0,0,0,0,0,0,0,0,0,0.00048910794236051,0,0,0,0.000326353005167256,0,0,0.00027025809648214,0.000276192229791935,0.00243677555321391,0.00288946268289684,0.000523709769567701,0,0,0,0,0,0,0,0,0,0,0.000814386018972993,0.000573091165579263,0.00069589422407794,0,0.000197147164559898,0,0,0,0,0,0,0,0,0.000782048968296938,0,0.000488854125928823
"Seq429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000324451474226386,0.000200086704238503,0,0,0,0,0,0,0,0,0.000176083463561728,0,0,0,0,0,0,0,0,0,0,0.00080480198517823,0.00170201623461639,0,0.00127307447485678,9.77708251857646e-05
"Seq434",0,0,0.000858369098712446,0.000717222912881323,0.000599664188054689,0.00059044551798175,0.000506200961781827,0.000712579117240223,0.00053821313240043,0.000601979005982166,0.000253603279935754,0.000258289477932393,0,0,0,0.000142836737608913,0,0,0,0,0.00061892972767092,0,0.000200086704238503,0.00112434200439516,0.00089905599120923,0,0.000283245999150262,0.000771320299138133,0.000327782876622525,0.00135186286703077,0.00127435883820953,0,0.000661259037206842,0.000588833574219795,0,0,0.000271547276380818,0,0.000316622691292876,0,0,0.00122119361827851,0.000972469065423695,0,0,0.000409202509775393,0
"Seq441",0,0,0.000536480686695279,0.00109974179975136,0,0.000214707461084273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023473391234365,0.000785545954438335,0.000902364194188775,0.000727471128489588,0.000586624951114587
"Seq444",0,0,0.000804721030042918,0.000860667495457588,0.000439753737906772,0.000697799248523886,0.000843668269636379,0.000461080605273085,0.000493362038033728,0.000677226381729937,0,0,0,0.00125101985314115,0,0,0,0,0.00111959957850369,0.00122955858846674,0.00171395924585793,0.000365007908504684,0.000166738920198753,0.00158430009710226,0.000399580440537436,0,0,0,0,0,0,0,0,0.000588833574219795,0,0.000139162704395222,0,0,0.00038698328935796,0,0,0,0.000268267328392743,0.000610980186785371,0.00108283703302653,0.000227334727652996,0
"Seq447",0,0,0,0.000430333747728794,0.000439753737906772,0.000644122383252818,0.000674934615709103,0.000293414930628327,0.00035880875493362,0.000451484254486625,0,0.000129144738966196,0.000185459940652819,0.00027196083763938,0,0,0,0,0.00138303477344573,0.00141399237673675,0.00133307941344506,0.00024333860566979,0.000800346816954013,0.00107323554964992,0.00089905599120923,5.27259306126753e-05,0.000177028749468914,0,0,0.000162223544043692,0,0,0,0.00149884909801402,0,4.63875681317407e-05,0.000271547276380818,0,0.000738786279683377,0,0,0.000354540082726019,0.000268267328392743,0.000174565767652963,0,0.000454669455305993,0.000488854125928823
"Seq449",0,0,0,0,0,0,0,0,0.00035880875493362,0.000413860566612739,0,0,0.00157640949554896,0.00146858852325265,0,8.57020425653478e-05,0.000495473176883924,0.000736512612778494,0.000724446786090622,0.000553301364810033,0.000571319748619311,0,0,0,0,0,0,0,0,0,0.000185843997238889,0,0,0.000374712274503506,0,0,0,0,0,0.00045694011396624,0,0,0,0,0,0,0
"Seq452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq476",0.000258574515634523,0.000120875135984528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000675645241205351,0.000414288344687903,0,0,0,0,0.000133391136159002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq485",0,0,0.000429184549356223,0.000478148608587549,0.000639641800591669,0.000644122383252818,0.00042183413481819,0.000461080605273085,0.00053821313240043,0.000601979005982166,0.000211336066613128,0.000258289477932393,0,0,0,0,0,0,0.000922023182297155,0.000676257223656707,0.000666539706722529,0,0.00056691232867576,0.000664383911688046,0.000599370660806154,0.000105451861225351,0.000141622999575131,0,0.00026222630129802,0.000594819661493538,0.000557531991716668,0,0,0.000535303249290723,0.000153854043797118,0,0,0,0.000703605980650836,0,0,0.000590900137876699,0.000503001240736394,0.000349131535305927,0,0.000500136400836592,0
"Seq495",0,0,0,0.000669408052022569,0.000639641800591669,0.000483091787439614,0.00080148485615456,0.000754495535901413,0.00107642626480086,0.00109108694834268,0,0,0.00157640949554896,0.00054392167527876,0,0,0.00234223683617855,0.0031301786043086,0.00158061116965227,0.00129103651789008,0.00180917920396115,0,0.000666955680795011,0.00122655491388562,0.000599370660806154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000863871965081386,0.000684395776300352
