"","STN002.20.fil.dura.r1","STN002.20.fil.dura.r2","STN056a.150.fil.dura.r1","STN056a.150.fil.dura.r2","STN056a.170.fil.dura.r1","STN056a.170.fil.dura.r2","STN056b.190.fil.dura.r1","STN056b.190.fil.dura.r2","STN068.190.fil.dura.r1","STN068.190.fil.dura.r2","STN078.100.fil.dura.r1","STN078.100.fil.dura.r2","STN078.1040.fil.dura.r1","STN078.1040.fil.dura.r2","STN078.20.fil.dura.r1","STN078.20.fil.dura.r2","STN089.1271.fil.dura.r1","STN089.1271.fil.dura.r2","STN089.2.fil.dura.r1","STN089.2.fil.dura.r2","STN089.200.fil.dura.r1","STN106.100.fil.dura.r1","STN106.100.fil.dura.r2","STN106.170.fil.dura.r1","STN106.170.fil.dura.r2","STN106.20.fil.dura.r1","STN106.20.fil.dura.r2","STN115.125.fil.dura.r1","STN115.125.fil.dura.r2","STN115.180.fil.dura.r1","STN115.180.fil.dura.r2","STN12.3.15.fil.poly.S.r1","STN12.3.165.fil.poly.S.r1","STN132.100.fil.steri.r1","STN146.160.fil.poly.S.r1","STN153.120.fil.poly.S.r1","STN153.160.fil.poly.S.r1","STN153.2.fil.poly.S","STN153.200.fil.poly.L.r1","STN174.3.fil.poly.S.r1","STN181.2.fil.poly.S.r1","STN20.175.fil.dura.r1","STN20.175.fil.dura.r2","STN22.150.fil.dura.r1","STN22.150.fil.dura.r2","STN22.2.fil.dura.r1","STN22.2.fil.dura.r2"
"Seq91",0.00162532552684558,0.000918651033482413,0.000536480686695279,0.00109974179975136,0.00147917166386823,0.00193236714975845,0.000506200961781827,0,0.00143523501973448,0.000564355318108281,0,0,0.000834569732937685,0,0,0,0.0445024998873925,0.03972564905174,0.000461011591148577,0.0011680806590434,0.000142829937154828,0.000608346514174474,0.00120052022543102,0.000919916185414218,0.00094900354627641,0,0.000106217249681348,0,0.000196669725973515,0.000324447088087384,0,0,0,0.00182003104758846,0.000512846812657059,0.00220340948625768,0.00380166186933145,0,0.00467897977132806,0,0,0.000354540082726019,0.000301800744441836,0.000960111722091298,0.00222583167899898,0.00104573974720378,0.00215095815408682
"Seq93",0,0,0.00745708154506438,0.00607248732906187,0.00703605980650836,0.00713902308105207,0.00590567788745465,0.00528146875130989,0.00641370649443846,0.00688513488092103,0,0,0.0126112759643917,0.0122926298613,0,0,0,0,0.00454425711275026,0.00454936677732694,0.00499904780041897,0,0.00250108380298129,0.00388409056063781,0.00494480795165077,0,0,0,0,0,0,0,0,0,0,0,0.00374735241405529,0,0.00689533861037819,0,0,0.00248178057908213,0.00224673887528923,0.0040586540979314,0.00505323948745714,0.0061835045921615,0.0068928431755964
"Seq94",0,0,0.00101931330472103,0.00114755666061012,0.00123930598864636,0.00128824476650564,0.00240445456846368,0.00318564781825041,0.0017940437746681,0.00233266864818089,0.000169068853290503,0,0.00157640949554896,0.00255643187381017,0,0,0.00319805414170533,0.0039587552936844,0.00197576396206533,0.00184433788270011,0.00185678918301276,0.000283895039948088,0.000633607896755261,0.000766596821178515,0.00129863643174667,0,0,0.000435963647338945,0.000295004588960273,0.000594819661493538,0,0,0,0.00149884909801402,0,8.11782442305462e-05,0.00076033237386629,0,0.00284960422163588,0,0,0.000433326767776246,0.000368867576540022,0.00231299642140176,0.00126330987186428,0.00168227698463217,0.00180876026593664
"Seq95",0,0,0.00396995708154506,0.00358611456440662,0.00215879107699688,0.00257648953301127,0.00341685649202733,0.00331139707423398,0.0035432364549695,0.00364949772376688,0.000760809839807261,0.000484292771123236,0.00472922848664688,0.0054392167527876,0,0,0.00481960272059817,0.00575400478733198,0.00724446786090622,0.00706996188368376,0.00923633593601219,0.00190615241108002,0.00330143061993531,0.00362855828691164,0.00524449328205384,0.000395444479595065,0.000531086248406741,0,0,0.000648894176174769,0.00034513885201508,0,0,0.0104919436860982,0,0,0.00130342692662793,0,0.00239226033421284,0,0,0.000787866850502265,0.00130780322591462,0.0033167495854063,0.00583528845575408,0.00500136400836592,0.00567070786077434
"Seq97",0.0029366677132778,0.00290100326362867,0.0116952789699571,0.0111408625800899,0.0149916047013672,0.0105743424584004,0.0086897831772547,0.00808986880160959,0.0109436670254754,0.0127168065013733,0.00600194429181284,0.00768411196848868,0.0128894658753709,0.0142507478923035,0.00275248063069186,0.00305670618483074,0.00851313003918742,0.00791751058736881,0.00948366701791359,0.00959055699004058,0.00966482574747667,0.00523178002190047,0.00506886317404209,0.0087903102161803,0.00839118925128615,0.00208267425920067,0.00304489449086532,0.0143197290318253,0.0151107906122984,0.0191423781971557,0.0172834917432167,0.00999273655712808,0.018427085170164,0.00412183501953857,0.0134878711728807,0.00323553287718891,0.0112420572421659,0.0038082246284139,0.0123482849604222,0.000591334265132781,0.0056389134059037,0.0111483159346071,0.0106971597196606,0.00820459107968927,0.00878301149010407,0.00977539328907884,0.0128079780993352
"Seq98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq101",0,0,0.0103540772532189,0.011714640910395,0.00915487327096826,0.00783682232957595,0.00691807981101831,0.00666471056712914,0.0155184786508791,0.0136950223860943,0.00249376558603491,0.00232460530139153,0.0134458456973294,0.0161000815882513,0,0.000685616340522783,0.0163506148371695,0.0218191861535629,0.0116570073761855,0.0163531292266076,0.0241858693582175,0.00356896621649025,0.00800346816954013,0.00771707466653038,0.0112381998901154,0.000659074132658441,0.00134541849596374,0.00248163922331399,0.00399895109479481,0.00529930243876061,0.00456645250358413,0,0.00277728795626874,0.00455007761897115,0.00205138725062824,0,0.0064085157225873,0,0.0079155672823219,0,0,0.0044514477053378,0.00422521042218571,0.00584795321637427,0.0134151476869398,0.00454669455305993,0.014127884239343
"Seq110",0.000129287257817262,9.67001087876224e-05,0.00729613733905579,0.00707659940709573,0.005796753817862,0.00654857756307032,0.0033324896650637,0.00427547470344134,0.00775923932543954,0.00756236126265097,0.000464939346548882,0.000678009879572531,0.0169695845697329,0.0131085123742181,0,0.000199971432652478,0.00639610828341066,0.00474129994476155,0.00513698630136986,0.00393458748309357,0.0030946486383546,0.00182503954252342,0.00156734584986828,0.00383298410589257,0.00309674841416513,0.000237266687757039,0.000247840249256479,0.000637177638418458,0.000917792054543071,0.000540745146812307,0.000769925131418255,0,0.000661259037206842,0.00401477436968042,0,0.00141482082801809,0.0035844240482268,0.000255776281012874,0.00654353562005277,0,0,0.00378176088241087,0.00241440595553469,0.00174565767652963,0.00517355471334897,0.00372828953350914,0.0068928431755964
"Seq117",0,0,0.000965665236051502,0.000525963469446304,0.000679619413128648,0.000536768652710682,0.00042183413481819,0.000377247767950706,0.000852170792967348,0.000639602693856052,0,0,0.000649109792284866,0.00081588251291814,0,0,0.000990946353767848,0.00105873688086908,0.000987881981032666,0.000799213082503381,0.000952199581032184,0.000446120777061281,0.000533564544636009,0.000919916185414218,0.00129863643174667,0,0,0,0,0.000108149029362461,0,0,0,0.000588833574219795,0,0,0,0,0.000773966578715919,0,0,0,0,0,0.000300788064729592,0,0.000488854125928823
"Seq123",0.00127440296991301,0.00135380152302671,0.0265021459227468,0.0234770966816487,0.0218277764451907,0.0136876006441224,0.0168733653927276,0.0160959047658968,0.0241747398636527,0.0275029158358102,0.00240923115938966,0.00377748361476124,0.0125185459940653,0.0155561599129725,0.00227674323773277,0.000428510212826739,0.0303589928381604,0.0324525870005524,0.0366833508956797,0.033013648100332,0.0424204913349838,0.00750294034148518,0.0139727215126555,0.0216691368119794,0.0222266620048949,0.00345354845513023,0.000601897748194307,0.00345417351353164,0.00435951225907959,0.0172497701833126,0.00955769128657144,0.00277331455109722,0.00308587550696526,0.0109201862855308,0.00364121236986512,0.000962542038733619,0.0111877477868897,0.000426293801688123,0.015584872471416,0.000376303623266315,0.00250073551044425,0.00519992121331495,0.00690788370611314,0.00432050274941084,0.0109486855561571,0.00481949622624352,0.014127884239343
"Seq124",0,0,0.00273605150214592,0.0039208185904179,0.0034780522907172,0.00375738056897477,0.00362777355943643,0.00406589261013539,0.00242195909580194,0.00237029233605478,0,0.000387434216898589,0.00139094955489614,0.00141419635572478,0,0,0.00148641953065177,0.00193334560854355,0.00151475237091675,0.00129103651789008,0.000666539706722529,0.000730015817009369,0.000766999032914263,0.00270864210149742,0.00369611907497128,0,0.000141622999575131,0,0.000491674314933788,0.00146001189639323,0.00159294854776191,0,0.000639217069299947,0.00342594079546063,0,0,0.00135773638190409,0,0.0023570800351803,0,0,0.0047665944455387,0.00526474631970759,0.00200750632800908,0.00138362509775612,0.00245521505865236,0.00175987485334376
"Seq125",0.000295513732153741,0.000314275353559773,0.00150214592274678,0.00200822415606771,0.00139921643879428,0.00166398282340311,0,0.000419164186611896,0.000762468604233943,0.000601979005982166,0.000507206559871508,0,0,0.000870274680446016,0,0.000142836737608913,0.000720688257285708,0.000966672804271773,0.00250263435194942,0.00233616131808681,0.00123785945534184,0.00186559597680172,0.00150065028178878,0.00229979046353554,0.00104889865641077,7.9088895919013e-05,0,0.000402427982159026,0.000426117739609283,0.00113556480830585,0.00124780969574683,0.00438007615609799,0.0050035267148651,0.00904662491301322,0.000410277450125647,0.00115968920329352,0.00168359311356107,0.00031261545457129,0.00249780123131047,0.000161272981399849,0.000343238207315877,0,0.00080480198517823,0.0101684559657851,0.0092041147807255,0.00927525688824225,0.00752835353930387
"Seq128",0,0,0.00456008583690987,0.00468585636415798,0.00427760454145678,0.00391841116478798,0.00383869062684552,0.00389822693549063,0.00601004664513814,0.00492870311147899,0,0,0.00955118694362018,0.0110960021756867,0.000883512301209732,0,0.00720688257285708,0.00860799116184865,0.00612486828240253,0.00571744743637034,0.0115216149304894,0,0.00250108380298129,0.0035774518321664,0.00424554218071025,0,0,0,0,0,0.00161949769022461,0,0,0.00305122852095712,0,0.000243534732691639,0,0,0.00358839050131926,0,0,0,0,0,0.00703844071467244,0.00341002091479494,0.00611067657411029
"Seq130",0,0,0.000375536480686695,0,0,0.000644122383252818,0.000210917067409095,0.000251498511967138,0.00017940437746681,0.000564355318108281,0,0,0,0.000326353005167256,0,0,0,0,0.000724446786090622,0.000307389647116685,0,0.000365007908504684,0,0.000408851637961875,0.000599370660806154,0,0,0,0,0,0.000185843997238889,0,0,0.00182003104758846,0,8.11782442305462e-05,0,0,0.00165347405452946,0,0,0.000590900137876699,0.000469467824687301,0.000480055861045649,0,0.00063653723742839,0.000293312475557294
"Seq132",0,0,0.0117489270386266,0.00970641675432725,0.00415767170384585,0.0115942028985507,0.00569476082004556,0.00326948065557279,0.0112127735916756,0.0105722562925618,0,0,0.00769658753709199,0.0122382376937721,0,0.000342808170261391,0.00594567812260709,0.00662861351500644,0.0152792413066386,0.0126029755317841,0.0131879641972958,0.00348785334793365,0.00533564544636009,0.0101190780395564,0.0072923430398082,0.000210903722450701,0,0,0,0.000919266749580922,0.000371687994477778,0,0.000242461646975842,0.00508538086826187,0,0.000197147164559898,0.00325856731656981,0,0.00341248900615655,0,0,0.00141816033090408,0.00130780322591462,0.00711355503185825,0.0113096312338326,0.00882058743293626,0.0122213531482206
"Seq134",0,0,0.00295064377682403,0.004877115807593,0.00619652994323179,0.00402576489533011,0.00501982620433645,0.00377247767950706,0.00372264083243631,0.00357425034801911,0,0,0.00176186943620178,0.00152298069078053,0,0,0.00459438764019639,0.00649051740011048,0,0.00153694823558343,0.00328508855456104,0,0.000733651248874512,0.00153319364235703,0.00249737775335897,0,0,0.000435963647338945,0,0.000594819661493538,0.000504433706791271,0,0,0.00230180397195011,0,8.11782442305462e-05,0.000868951284418617,0,0.000703605980650836,0,0,0,0.000670668320981858,0.00357859823688575,0.00366961438970102,0.00318268618714195,0.00439968713335941
"Seq137",0.00156991670206675,0.00161972682219267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq142",0.00421107068319081,0.00488335549377493,0.00160944206008584,0.00229511332122024,0.00235867913968178,0.00203972088030059,0.00164515312579094,0.00180240600243115,0.00210800143523502,0.00248316339967644,0.00126801639967877,0.00138830594388661,0.00176186943620178,0.00190372586347566,0.000951474785918173,0.00102842451078417,0.000360344128642854,0.000230160191493279,0.00256849315068493,0.0016599040944301,0.00190439916206437,0.000730015817009369,0.000967085737152766,0.00173761946133797,0.0021976924229559,0.000316355583676052,0.000743520747769438,0.00207921124115497,0.00252392814999344,0.002811874763424,0.00246907024903096,0.0153632821957608,0.00513577852230647,0.00294416787109898,0.00666700856454177,0.00533457033515018,0.0130885787215554,0.00537130190127036,0.00432717678100264,0.00255348887216428,0.0109836226341081,0.00196966712625566,0.0018778712987492,0.00183294056035611,0.000902364194188775,0.00168227698463217,0.00175987485334376
"Seq144",0.000110817649557653,0.000120875135984528,0.00359442060085837,0.0043511523381467,0.00483729111697449,0.00332796564680623,0.00194043702016367,0.00238923586368781,0.00444025834230355,0.00443959516911848,0,0.000258289477932393,0.00992210682492582,0.00663584443840087,0,0,0.00319805414170533,0.00290001841281532,0.00335879873551106,0.00350424197713021,0.00328508855456104,0.00125724946262725,0.00110047687331177,0.003270813103695,0.00304680085909795,0.000263629653063377,0.000247840249256479,0.000603641973238539,0.000721122328569555,0.00102741577894338,0.00100886741358254,0,0.0020719449832481,0.00358653177024785,0.000358992768859942,0.000684216629943175,0.00363873350350296,0.000369454628129707,0.00481970096745822,0,0,0.0014969470159543,0.0014084034740619,0.00130924325739722,0.00210551645310714,0.00236428116759116,0.00415526007039499
"Seq148",7.38784330384353e-05,0,0.00643776824034335,0.000239074304293775,0.00303829855281043,0,0.00755083101324559,0.00528146875130989,0.00336383207750269,0.00477820835998345,0,0.00132373357440351,0.00593471810089021,0.00418819689964645,0,0,0.00310796810954462,0.00280795433621801,0.0105374077976818,0.0106356817902373,0.00428489811464483,0,0.00326808283589555,0.00557060356723054,0,0,0.0010267667469197,0.000134142660719675,0,0.000324447088087384,0.000159294854776191,0.000176083463561728,0.000176335743255158,0.0059953963920561,0,0,0,0,0,0,0,0.00330904077210951,0.0033198081888602,0.00484420005236973,0.00595560368164591,0.00518323179048832,0.00581736409855299
"Seq153",0.000332452948672959,0.000507675571135018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342197888150176
"Seq155",0,0,0.00182403433476395,0.00196040929520895,0.00119932837610938,0.00128824476650564,0.00151860288534548,0.00138324181581926,0.00304987441693577,0.0020693028330637,0,0.000193717108449295,0.00380192878338279,0.00342670655425619,0,0,0.00202693572361605,0.00202540968514086,0.002963645943098,0.00301241854174351,0.00342791849171586,0.00068945938273107,0.000733651248874512,0.000919916185414218,0.00139853154188103,0,0.000106217249681348,0,0,0,5.30982849253969e-05,0,0,0.00337241047053156,0,6.9581352197611e-05,0.000434475642209309,0,0.00102022867194371,0,0,7.87866850502265e-05,0.000167667080245465,0.0019202234441826,0.00306803826024183,0.00181867782122397,0.003324208056316
"Seq156",0,0,0.00337982832618026,0.00411207803385292,0.00315823139042136,0.00241545893719807,0.00295283894372733,0.0028084000502997,0.00363293864370291,0.00270890552691975,0,0.00035514803215704,0.0058419881305638,0.00549360892031547,0,0.000399942865304956,0.00959416242511599,0.00943656785122445,0.00658587987355111,0.00565596950694701,0.00609407731860598,0.000730015817009369,0.00160069363390803,0.00204425818980937,0.00239748264322461,0,0.00038946324883161,0,0,0,0,0,0,0.00364006209517692,0,0,0.00211806875577038,0,0.00130167106420405,0,0,0,0,0.00440778563323732,0.00643686458521326,0.00354642175138674,0.00831052014078999
"Seq157",0,0,0.00713519313304721,0.00698096968537822,0.00483729111697449,0,0.0046823588964819,0.00473655530871442,0,0.00688513488092103,0,0,0.00185459940652819,0.00244764753875442,0,0.00182831024139409,0.00756722670149993,0.00787147854907015,0.011986301369863,0.00891429976638387,0.0114263949723862,0.000608346514174474,0.00636942675159236,0,0.00659307726886769,0,0,0,0,0,0.000929219986194446,0,0,0.00583480541726888,0,0,0,0,0.00397537379067722,0,0,0.00181209375615521,0,0.00554246312298158,0,0.00463762844412112,0.00870160344153305
"Seq159",0,0,0.00439914163090129,0.00401644831213541,0.00295834332773647,0.00359634997316157,0.00316375601113642,0.00318564781825041,0.00394689630426982,0.00379999247526243,0,0,0.00343100890207715,0.00418819689964645,0,0,0.011485969100491,0.00998895231080832,0.0041491043203372,0.00473380056559695,0.00614168729765759,0.000973354422679158,0.00140060692966952,0.00224868400879031,0.00284701063882923,0,0,0,0,0,0,0,0,0.00299769819602805,0,0.000115968920329352,0.00108618910552327,0,0.000949868073878628,0,0,0,0,0.00283669372436065,0.00463213619683571,0.00295535145948895,0.00518185373484552
"Seq160",0.00014775686607687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101943727062661,5.71346950435652e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.83348629867576e-05,0,0.000132745712313492,0,0,0,0,0.00222660327032355,0,0.000142097933896041,0.000316622691292876,0.000188151811633158,0.000196136118466216,0,0,0,0,0,0
"Seq161",0,0,0.00536480686695279,0.00554652385961557,0.00531702246741825,0.00332796564680623,0.00599004471441829,0.00616171354319487,0.00766953713670614,0.00665939275367772,0.0014793524662919,0.00125916120492041,0.00565652818991098,0.00500407941256459,0.000169906211771102,0.000314240822739609,0.00689158146029458,0.00994292027250967,0.00968124341412013,0.0115578507315874,0.0148067034850505,0.00206837814819321,0.00483542868576383,0.00776818112127562,0.00804155636581589,0.000289992618369714,0.00077892649766322,0.00187799725007546,0.00140946636947686,0.00519115340939815,0.00483194392821112,0,0.00240257450185153,0.00364006209517692,0.000461562131391353,0.000150759596428157,0.00255254439797969,0,0.00562884784520668,0,0,0.00370297419736065,0.00291740719627108,0.00353495679497251,0.00499308187451122,0.00213694643993817,0.0060617911615174
"Seq166",0,0,0.00305793991416309,0.00262981734723152,0.00351802990325418,0.00311325818572195,0.0033324896650637,0.00264073437565494,0.00421600287047004,0.00263365815117198,0,0,0.00361646884272997,0.00435137340223008,0.000135924969416882,0,0.00761226971758029,0.00805560670226478,0.00368809272918862,0.00571744743637034,0.00457055798895448,0,0.00226764931470304,0,0,0,0,0.00030182098661927,0.000229448013635768,0.000270372573406154,0,0,0,0.0050318505433328,0,0,0.00157497420300874,0,0,0,0,0,0,0.00349131535305927,0.0055946580039704,0.00377375647903974,0.00601290574892452
"Seq167",0.00127440296991301,0.00157137676779886,0.00681330472103004,0.00788945204169456,0.00759574638202607,0.007085346215781,0.00455580865603645,0.00410780902879658,0.00551668460710441,0.00613266112344332,0.000887611479775138,0.00148516449811126,0.00788204747774481,0.0056567854228991,0.000305831181187984,0.000428510212826739,0.00572046304220531,0.00372859510219112,0.00612486828240253,0.00454936677732694,0.00461816796800609,0.00275783753092428,0.00180078033814653,0.0070015843000971,0.00579391638779282,0.000105451861225351,0,0.00154264059827627,0.00190114068441065,0.00389336505704861,0.00289385652843413,0.0011005216472608,0.00282137189208253,0.00465713826882929,0.000871839581517001,0.00228458773048823,0.00858089393363385,0.00267144115724557,0.00861917326297273,0.00231157940006451,0.000490340296165539,0.00492416781563916,0.00445994433452936,0.00266212795670769,0.00372977200264693,0.00391015731563154,0.00542628079780993
"Seq169",0,0,0.00316523605150215,0.00329922539925409,0.00255856720236667,0.00273752012882448,0.00210917067409095,0.00167665674644758,0.00376749192680301,0.00312276609353249,0.000126801639967877,0,0.00482195845697329,0.0042969812347022,0,0,0.00837800099094635,0.00750322224268091,0.00546628029504742,0.00393458748309357,0.00495143782136736,0.00093279798840086,0.00153399806582853,0.0019420452803189,0.00209779731282154,0,0,0.00030182098661927,0,0,0,0,0,0.00385418339489321,0,0.000173953380494028,0.00162928365828491,0,0.00172383465259455,0,0,0,0,0.00205114776992232,0.00354929916380918,0.00240974811312176,0.00459522878373093
"Seq171",0,0,0,0,0,0.000268384326355341,0.000168733653927276,0.000209582093305948,0.000627915321133836,0.000150494751495542,0.00760809839807262,0.0087495560649598,0,0,0.00305831181187984,0.00417083273818026,0,0,0,0,0,0.000202782171391491,0.000366825624437256,0.000868809730668983,0.000649318215873333,0.000711800063271117,0.0010267667469197,0.0106978771923941,0.0110135046545168,0.00416373763045477,0.00318589709552381,0,0,0.000588833574219795,0.00630801579568183,0.000266728516757509,0,0,0.00059806508355321,0,0.000539374325782093,0.00358479416978531,0.00278327353207471,0.000741904512525094,0,0.000863871965081386,0
"Seq180",0.000997358846018876,0.000797775897497885,0.00118025751072961,0.00162570526919767,0,0,0,0,0.00614459992823825,0.00522969261447007,0,0,0.000649109792284866,0.00103345118302964,0.000271849938833764,0.000342808170261391,0.00130624746633035,0.00078254465107715,0.00289778714436249,0.00252059510635682,0.0010474195391354,0,0.000366825624437256,0.000511064547452343,0.000399580440537436,0.000421807444901403,0.000601897748194307,0,0,0.000811117720218461,0.00103541655604524,0.0325314198930293,0,0.00246239494673733,0,0.000243534732691639,0,0,0,0.000161272981399849,0,0,0,0.00362223967879899,0.00499308187451122,0.00413749204328453,0.00483965584669535
"Seq185",0,0,0.00316523605150215,0.00258200248637276,0.00431758215399376,0.00225442834138486,0.00215135408757277,0.00238923586368781,0.00273591675636886,0.00346137928439746,0,0.000193717108449295,0.00315281899109792,0.00304596138156106,0,0,0.0066663663798928,0.00722703001288897,0.00250263435194942,0.00196729374154678,0.0051894877166254,0.000730015817009369,0.000333477840397506,0.00112434200439516,0.000749213326007692,0.000131814826531688,0,0,0,0.000324447088087384,0,0,0,0.00326534982067341,0,0.000243534732691639,0.00076033237386629,0,0.00161829375549692,0,0,0,0.000402400992589115,0.00388408833027843,0.00601576129459183,0.00181867782122397,0.00557293703558858
"Seq187",0.000480209814749829,9.67001087876224e-05,0,0,0.000399776125369793,0,0.000253100480890914,0.000419164186611896,0,0.000188118439369427,0,0,0,0,0,0,0.000405387144723211,0.000414288344687903,0.0005927291886196,0.000491823435386696,0.000190439916206437,0.000162225737113193,0.000200086704238503,0,0.000449527995604615,0,0,0,0,0,0,0,0,0.000588833574219795,0,0.000382697437086861,0,0.000198937107454458,0.000351802990325418,0.000967637888399097,0,0,0,0,0,0,0
"Seq188",0.0155883493711098,0.0279463314396229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245911717693348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249333178708106,0.000597404008037799,0.000454713388467332,0,0.00556391785829481,0,0,0,0,0,0,0
"Seq189",0.00169920395988401,0.00116040130545147,0,0,0,0,0.000126550240445457,8.38328373223792e-05,0,0,0.00524113445200558,0.00584379943822039,0,0,0.0114176974310181,0.010512783888016,0,0,0,0,0,0.00093279798840086,0.000700303464834762,0.000511064547452343,0.000799160881074871,0.00376990403880629,0.00297408299107775,0.00164324759381602,0.00229448013635768,0,0.0017256942600754,0,0,0.000535303249290723,0.000923124262782707,0.000521860141482083,0.000651713463313963,0,0.000422163588390501,0.000591334265132781,0.00225556536236148,0.00110301359070317,0.000704201737030951,0.00122196037357074,0,0.000909338910611985,0
"Seq192",0,0,0.00187768240343348,0.00210385387778522,0.00287838810266251,0.00246913580246914,0,0,0.00197344815213491,0.00210692652093758,0.000422672133226256,0.000452006586381687,0.00556379821958457,0.00571117759042698,0.000339812423542205,0.000314240822739609,0.00157650556281249,0.0019793776468422,0.00500526870389884,0.00571744743637034,0.00357074842887069,0.00267672466236768,0.00243438823490179,0.00378187765114734,0.00284701063882923,0,0,0.000503034977698783,0.000426117739609283,0.000594819661493538,0.000584081134179366,0,0,0.00278357689631176,0.000205138725062824,0.00134523947582048,0.0011948080160756,0.000596811322363373,0.00154793315743184,0.000134394151166541,0,0.000472720110301359,0,0.00139652614122371,0.000842206581242856,0.000772938074020187,0.00122213531482206
"Seq193",0.00205012651681658,0.00193400217575245,0.00241416309012876,0.00162570526919767,0.00275845526505157,0.00225442834138486,0.00236227115498186,0.002431152282349,0.00224255471833513,0.0015425712028293,0.00156388689293715,0.00219546056242534,0.00166913946587537,0.000870274680446016,0.00125730596710616,0.000999857163262391,0.000405387144723211,0.000414288344687903,0.00210748155953635,0.00135251444731341,0.0010474195391354,0.00109502372551405,0.00110047687331177,0.00240200337302601,0.00164826931721692,0.000579985236739429,0.00109757824670727,0.00234749656259432,0.0026222630129802,0.00302817282214892,0.00323899538044921,0.00107851121431559,0.00182948333627226,0.00187356137251753,0.00184624852556541,0.000498666357416212,0.00157497420300874,0.000653650495921789,0.00337730870712401,0.000322545962799699,0.000931646562714524,0.00200906046878078,0.00305154086046746,0.00126560181548398,0.00072189135535102,0.00122760752932618,0.000733281188893234
"Seq195",0,0,0.00391630901287554,0.00396863345127666,0.00415767170384585,0.00375738056897477,0.00371214038640007,0.00414972544745777,0.00609974883387155,0.00500395048722676,0.000591740986516759,0.000548865140606335,0.00565652818991098,0.00658145227087299,0,0.000171404085130696,0.00599072113868745,0.00506352421285215,0.00665173867228662,0.00676257223656707,0.00752237669015426,0.00105446729123575,0.00213425817854404,0.00296417437522359,0.00419559462564308,0.000131814826531688,0.000177028749468914,0.00110667695093732,0.00052445260259604,0.00135186286703077,0.00116816226835873,0,0.00079351084464821,0.00508538086826187,0.000153854043797118,9.27751362634814e-05,0.00244392548742736,0,0.00299032541776605,0,0,0.00122119361827851,0.00107306931357097,0.0040586540979314,0.00631654935932142,0.00436482677093753,0.00801720766523269
"Seq197",0,0,0.0036480686695279,0.00267763220809027,0.00275845526505157,0.00268384326355341,0.0017717033662364,0.00234731944502662,0.00264621456763545,0.00161781857857707,0.000380404919903631,0.000387434216898589,0.00324554896142433,0.00342670655425619,0.000271849938833764,0.000142836737608913,0,0,0.00250263435194942,0.00245911717693348,0.00214244905732241,0.00105446729123575,0.000766999032914263,0.00286196146573312,0.00304680085909795,0.000210903722450701,0.000566491998300524,0.000335356651799188,0.00065556575324505,0.00108149029362461,0.00159294854776191,0,0.00103597249162405,0.000428242599432579,0,5.79844601646759e-05,0.00200944984521805,0,0.00232189973614776,0,0,0.00153634035847942,0.00160960397035646,0.00161473335078991,0.00216567406605306,0.00190961171228517,0.00254204145482988
"Seq199",0,0,0.0032725321888412,0.00401644831213541,0.00367794035340209,0.00263016639828234,0.00307938918417278,0.00339522991155636,0.00304987441693577,0.00357425034801911,0.000295870493258379,0.000581151325347884,0.0038946587537092,0.00315474571661681,0,0,0.0016665915949732,0.00207144172343951,0.00428082191780822,0.0038116316242469,0.00585602742334793,0.00109502372551405,0.00153399806582853,0.00429294219859968,0.00614354927326307,0,0.000318651749044045,0.000268285321439351,0,0.000594819661493538,0.00034513885201508,0,0,0.00139178844815588,0,0,0.00211806875577038,0,0.00179419525065963,0,0,0.00141816033090408,0.00150900372220918,0.00253120363096797,0.00324851109907959,0.00218241338546876,0.00298201016816582
"Seq205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000820554900251295,5.79844601646759e-05,0,0,0.000422163588390501,0,0,0,0,0.000174565767652963,0,0,0
"Seq207",0.00116358532035536,0.00113622627825456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
