"","STN002.200.fil.dura.r1","STN002.200.fil.dura.r2","STN002.517.fil.dura.r1","STN002.517.fil.dura.r2","STN004.30.fil.dura.r1","STN004.30.fil.dura.r2","STN004.300.fil.dura.r1","STN004.300.fil.dura.r2","STN004.555.fil.dura.r1","STN004.555.fil.dura.r2","STN012.30.fil.dura.r1","STN012.30.fil.dura.r2","STN012.300.fil.dura.r1","STN012.300.fil.dura.r2","STN012.730.fil.dura.r1","STN012.730.fil.dura.r2","STN014.300.fil.dura.r1","STN014.300.fil.dura.r2","STN014.40.fil.dura.r1","STN014.40.fil.dura.r2","STN014.460.fil.dura.r1","STN014.460.fil.dura.r2","STN014.580.fil.dura.r1","STN014.580.fil.dura.r2","STN014.700.fil.dura.r1","STN014.700.fil.dura.r2","STN014.860.fil.dura.r1","STN014.860.fil.dura.r2","STN056a.100.fil.dura.r1","STN056a.100.fil.dura.r2","STN056a.310.fil.dura.r1","STN056a.310.fil.dura.r2","STN056b.30.fil.dura.r1","STN056b.30.fil.dura.r2","STN056b.350.fil.dura.r1","STN056b.350.fil.dura.r2","STN056b.390.fil.dura.r1","STN056b.390.fil.dura.r2","STN056b.410.fil.dura.r1","STN056b.410.fil.dura.r2","STN056b.90.fil.dura.r1","STN056b.90.fil.dura.r2","STN068.257.fil.dura.r1","STN068.257.fil.dura.r2","STN068.30.fil.dura.r1","STN068.30.fil.dura.r2","STN068.90.fil.dura.r1","STN068.90.fil.dura.r2","STN078.300.fil.dura.r1","STN078.300.fil.dura.r2","STN078.440.fil.dura.r1","STN078.440.fil.dura.r2","STN089.300.fil.dura.r1","STN089.300.fil.dura.r2","STN089.500.fil.dura.r1","STN089.500.fil.dura.r2","STN106.200.fil.dura.r1","STN106.200.fil.dura.r2","STN106.318.fil.dura.r1","STN106.318.fil.dura.r2","STN115.300.fil.dura.r1","STN115.300.fil.dura.r2","STN115.35.fil.dura.r1","STN115.35.fil.dura.r2","STN115.730.fil.dura.r1","STN115.730.fil.dura.r2","STN12.3.300.fil.poly.S.r1","STN12.3.732.fil.poly.S.r1","STN132.100.fil.steri.r2","STN132.200.fil.dura.r2","STN132.200.fil.steri.r1","STN132.30.fil.steri.r1","STN132.30.fil.steri.r2","STN132.305.fil.dura.r1","STN132.305.fil.dura.r2","STN132.505.fil.dura.r1","STN132.505.fil.dura.r2","STN146.201.fil.steri.r1","STN146.201.fil.steri.r2","STN146.250.fil.poly.S.r1","STN146.268.fil.steri.r1","STN146.268.fil.steri.r2","STN146.30.fil.steri.r1","STN146.30.fil.steri.r2","STN151.2.500.fil.poly.S.r1","STN151.2.600.fil.poly.S.r1","STN151.2.673.fil.poly.S.r1","STN153.300.fil.poly.L.r1","STN153.548.fil.poly.L.r1","STN174.280.fil.poly.S.r1","STN174.550.fil.poly.S.r1","STN174.620.fil.poly.S.r1","STN181.340.fil.poly.S.r1","STN181.757.fil.poly.S.r1","STN20.25.fil.dura.r1","STN20.25.fil.dura.r2","STN20.499.fil.dura.r1","STN20.499.fil.dura.r2","STN22.250.fil.dura.r1","STN22.250.fil.dura.r2","STN22.325.fil.dura.r1","STN22.325.fil.dura.r2","STN22.465.fil.dura.r1","STN22.465.fil.dura.r2","STN22.610.fil.dura.r1","STN22.610.fil.dura.r2"
"Seq98",0,0,0,0.000619755911517925,0,0,0,0,0,0,0,0,0,0,0.00159777700590483,0.00208731180885553,0,0,0,0,0,0,0,0,0.000941930014599915,0,0.000922211463088486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162628747758642,0.00112973925617967,0,0.00200237963957167,0,0,0,0,0,0,0,0,0,0,0,0.000758816246655218,0,0,0,0,0,0.00066389306895636,0.000387337582309236,0,0,0,0,0,0,0.00312244442792357,0,0,0.0005997800806371,0,0,0,0,0,0,0,0,0
"Seq101",0.00641395459327383,0.00646577529435242,0.00110558319513543,0.00214530892448513,0,8.57878181298256e-05,0.00714445188658183,0.00815402740745334,0.000940733772342427,0.00156348757526363,0,0,0.00678448781304967,0.00595540215883328,0.00941299062174366,0.00683927699071812,0.0061012812690665,0.00623091524304696,0,0.000398699625835736,0.00645902109946892,0.00423827217835578,0.00862539578556611,0.00192929146770848,0.00970187915037913,0.0111358574610245,0.0070088071194725,0.0101681658193195,0.00776149385928868,0.00868365058370234,0.0102317020355132,0.0102978629166205,0.00141477734941464,0.00230573518498887,0.00845665961945032,0.0127254274338356,0.0133811230585424,0.00965897890794402,0.0143711905161326,0.0144233245763148,0.0106282101935994,0.0059561698645085,0.0188454853169884,0.0154015929373381,0.00096894283237289,0.000418468405635375,0.000477642649814454,0.00295615628450333,0.00802178034906899,0.00902157961844733,0.00986663037561241,0.00400278454577097,0.0125088377658128,0.00906702385245479,0.00920085368745554,0.013029874416013,0.00582076882654917,0.00900346962975976,0.0120345690978112,0.0102886911222053,0.0120452386060625,0.0100321290407186,0,0,0.00675534798382052,0.00890234533869583,0.00869884832148983,0.00806755854783946,0.0055319396727421,0.0119658924954068,0.00714846133728533,0.00275339872655309,0.00208251984901731,0.0132714617169374,0.0139386189258312,0.0206652600223408,0.0121737960721012,0.00231025926242834,0.00389562413943648,0.0085466671991693,0.00329680393174395,0.00364647713226205,0,0,0.0170757737459979,0.0135876781446402,0.00116201274692771,0.00347501801076408,0.0188227241615332,0.00316935837351226,0.00380715175235723,0.00280725778842862,0.00277875277875278,0.00141253438406066,0.000883715260848367,0,0.015994135483656,0.016599578301706,0.00978147762747138,0.00279779242679749,0.00279027390239736,0.0104125581762247,0.0121772091921346,0.0122047922771936,0.00474443319838057,0.00651812437645494
"Seq110",0.00335969050123867,0.00451007782877669,0.00255666113875069,0.001906941266209,0.000333259275716507,0.000343151272519302,0.00494902135893429,0.0044645625348794,0.00119400824951154,0.00419147732943016,0,0,0.00624005360582963,0.00774879030893649,0.0105939562348038,0.0107030243815784,0.00369890176937157,0.00334241148799208,0.000136021110476346,0,0.0098081431510454,0.00882489549465862,0.00698766240855989,0.0110934259393238,0.0133283097065888,0.0131040555239032,0.0154009314335777,0.0138555226548969,0.00634616262612428,0.00701592961067341,0.00774144651364227,0.00714206621636585,0,0,0.0071478908688211,0.00772894058864861,0.00531660692951016,0.00545370917931533,0.00743723088967176,0.00607840107144697,0.00355590675622284,0.00459216149859052,0.00585490805964688,0.0060934651185107,0,0,0.00198405408384466,0.00195889874274317,0.00359764694443094,0.00382514975822167,0.00796135002721829,0.00757048381482771,0.0076684614129548,0.00623357889856267,0.00711406212947593,0.00625776863400626,0.00327418246493391,0.000878387280952172,0.00508844196753089,0.00247449533318863,0.00272780212707267,0.00362817738727515,0,0,0.00458696468037196,0.0062361606941118,0.00641182716654415,0.00815461853216866,0.00343562569149246,0.00612427568662552,0.00505622875076279,0.00165203923593185,0.00208251984901731,0.00547563805104408,0.00396419437340153,0.00583343676306318,0.00766747376916868,0.00427825789338581,0.00349262853880512,0.00435320899396941,0.000549467321957325,0.000494437577255871,0,0,0.00940501600853789,0.0112861821722581,0.015845628367196,0.00245793956858923,0.0082135523613963,0.00482147071715162,0.00409179861234656,0.00277302293735022,0.00301275301275301,0.002118801576091,0.000243783520234032,0,0.0144280430508813,0.0130726471152003,0.00466181061394381,0.00360263682354745,0.00871248789932236,0.0102547921432516,0.0108031272210377,0.00772280641268747,0.0115764170040486,0.0116395078150981
"Seq117",0,0,0,0,0,0,0,0.000527066410367706,0,0,0,0,0,0,0.000312608544633553,0.000222054447750588,0.000228798047589994,0.000495172072295123,0,0,0.00157887182431463,0.00133534602879703,0.00109182225133748,0.000964645733854242,0.000565158008759949,0.000828714973843684,0.000599437451007516,0.000335214257779764,0.00105008446331553,0.000862614296394272,0.00119099177132958,0.00105193223341823,0,0.000132513516378671,0.000906070673512534,0.000780701069560465,0.000776583034647551,0.000657073395098232,0.000782866409439132,0.000927213722763097,0.000276570525483998,0.000318268618714195,0.000503156161375903,0.000815660685154976,0.0157580702738538,0,0.000257192196053937,0.000391779748548634,0.000194467402401672,0.000360863184737893,0.000816548720740337,0.000696136442742778,0.000870180018491325,0.000772757714697852,0.000948541617263457,0.00115725858300116,0.000444642063139173,0.000702709824761737,0.00129230272191261,0.00143260256131973,0.000735587090446563,0.000677551198828492,0,0,0.000291897752387307,0.000542274842966243,0.000367556971330556,8.70599843292028e-05,0.00058230943923601,0.00108352569840298,0.00148199808212013,0.000240922388573395,0.000477244132066467,0.00148491879350348,0.00140664961636829,0.00142733027181333,0.00161420500403551,0.000641738684007872,0,0.000359439274731419,0,0,0,0,0,0.00044259537930424,0.000105637522447974,0.000148323939483833,0,0,0,0,0,0,0,0,0.00043317450268235,0.000153344834195898,0.000166493236212279,0,0.000227777461420192,0.000236649049459651,0,0.000310291329081193,0.000822368421052632,0.000532091785833056
"Seq123",0.00305426409203516,0.00514867291957693,0.0105030403537866,0.009534706331045,0,0.000428939090649128,0.00733050532112823,0.00523966019718484,0.000687459295173312,0.00133062772362862,0,0,0.00439735321216182,0.00642912733055866,0.00871830496700243,0.00515166318781365,0.00739780353874314,0.0159692993315177,0.000272042220952692,0.000797399251671471,0.0236830773647194,0.0167789131444496,0.0218910361393165,0.0134568079872667,0.00659351010219941,0.0104107318589113,0.0104209895328999,0.00927426113190681,0.0131945395607908,0.0190925297601932,0.0194348202685145,0.0253017384564279,0.00159162451809147,0.00151065408671685,0.0290949360716803,0.023421032086814,0.021326164874552,0.0193836651553979,0.0232623161661914,0.0109205171792098,0.0129197945476096,0.0110939347094662,0.0298691793980423,0.0247577007964687,0,0.000697447342725624,0.00903846860418121,0.00783559497097268,0.0150226068355292,0.012726441648423,0.0178960261295591,0.00495997215454229,0.0447054984499918,0.0427077430323013,0.0368982689115485,0.0336462217650336,0.0138243259630543,0.0209934560147569,0.0256845165980131,0.0197525504666811,0.0140068041805866,0.0152776867090683,0,0,0.0112172136274551,0.0141443354873695,0.00939312260066977,0.0091122783597899,0.0138007337098934,0.014415602770057,0.00775869584168773,0.00471519531922216,0.0118877174714738,0.0129930394431555,0.0312020460358056,0.0323321335484672,0.0270043045466774,0.0086848635235732,0.0101420559492226,0.00818722792443788,0.00549467321957325,0.00593325092707046,0,0.00059580552907531,0.0245464247598719,0.0234575551031247,0.00721856403394486,0.00563630970038564,0.0193360711841205,0.00465288782494352,0.00405621775484789,0.000547757617254365,0.00330525330525331,0.00107798676678314,0.0015236470014627,0.000607099492893365,0.0244910199593482,0.0223500095840521,0.0211862643080125,0.00793346619653534,0.0244860771026707,0.0130156977202808,0.0249230040274816,0.0170660230994656,0.00917257085020243,0.0220818091120718
"Seq124",0.0044795873349849,0.00415086809020156,0.00114013266998342,0.00100114416475973,0,0,0.00960035722259433,0.00914615241520432,0.00101309790867646,0.00186287881308007,0,0,0.0092553815227406,0.0112002165600785,0.00635637374088225,0.00488519785051295,0.00713087248322148,0.0055294214739622,0,0,0.00363618965599732,0.00226428239665583,0.00207446227754122,0.00294216948825544,0.00390900956058965,0.00383280675402704,0.00419606215705261,0.00351974970668752,0.00228279231155549,0.00287538098798091,0.00205716760502382,0.00121802679658952,0,0,0.00196315312594382,0.00199078772737919,0.00221027479091995,0.00249687890137328,0.00145389476038696,0.00164837995157884,0.00276570525483998,0.00386469037010094,0.00164669289177568,0.00163132137030995,0,0,0.00143292794944336,0.000854792178651565,0.00481306820944139,0.00435441576250391,0.00292596624931954,0.00391576749042812,0.00076140751617991,0.00133944670547628,0.00109082285985298,0.000942951438000943,0.00291038441327459,0.00281083929904695,0.00363460140537921,0.00408074668981984,0.0049652128605143,0.00522370117806483,0,0,0.00333597431299779,0.00438338831397713,0.00690190312831822,0.00525261905452857,0.00244569964479124,0.00263814952654638,0.00444599424636039,0.00106694200653932,0.00134496073582368,0.00361948955916473,0.00319693094629156,0.0027305448678168,0.00349744417541028,0.00402156241978266,0.00591060214259328,0.00551140221254842,0.00109893464391465,0.00166872682323857,0,0,0.00353521878335112,0.00132778613791272,0.000739462657135815,0.000783997965843116,0.00145448323066393,0.00404598941299437,0.00491015833481587,0.0030811365970558,0.00353925353925354,0.00159839417143707,0,0.000142846939504321,0.0040651761020959,0.00295188805827104,0.00108220603537981,0.0017246665644642,0.000626388018905529,0.00134101128027136,0.00104240701255627,0.000620582658162386,0.000632591093117409,0.000399068839374792
"Seq125",0.00251128380900669,0.00291359010177609,0.000829187396351575,0.00147787948131198,0.000305487669406799,0,0.00119074198109697,0.00124015625968872,0,0,0,0.000505493920770479,0.00121450707764469,0.000913612831184651,0.000972559916637721,0.00111027223875294,0.000915192190359976,0.000330114714863415,0.000353654887238499,0.000490707231797829,0.000861202813262523,0.0013934045517882,0.0014739600393056,0.000578787440312545,0.00131870202043988,0.00145025120422645,0.00101443260939733,0.000893904687412705,0.00328722092863991,0.0025303352694232,0,0.000166094563171299,0,0,0,0.000507455695214302,0,0,0,0,0.00138285262741999,0.000863871965081386,0.00128076113804775,0.00119950100758085,0.00402876230302412,0.000232482447575208,0.00110225226880259,0.000463012430102931,0.00116680441441003,0.000697668823826593,0.00204137180185084,0.00234946049425687,0.00543862511557078,0.00546082118386482,0.00194451031539009,0.00265740859800266,0,0.000702709824761737,0.00104999596155399,0.000520946385934448,0.000980782787262084,0.000939829082245973,0,0.0007338295418807,0.000583795504774613,0.000994170545438113,0.00122518990443519,0.000580399895528019,0.0119955744482618,0.000989306072454892,0.0113329265103304,0.00674582688005507,0.00689834699986984,0.00074245939675174,0.000895140664961637,0.000465433784286955,0.000470809792843691,0,0.00030224670047352,0,0.00332732989407491,0.00482076637824475,0.00118359674162779,0.000436924054655227,0.00173425827107791,0.00168186244135611,0.0067608014366703,0.000889943636902996,0.000684462696783025,0,0,0,0.000204750204750205,0,0.00155411994149196,0.0032497678737233,0.00049981673386425,0.00233850872148744,0.00799167533818939,0.00885328836424958,0.00654860201583053,0.00504851305513923,0.0029376924899313,0.00258576107567661,0.00404858299595142,0.00492184901895577
"Seq128",0,0,0.00252211166390271,0.00257437070938215,0,0,0,0.00282135549079184,0.00235183443085607,0.00163001896144506,0,0,0.00188457994806935,0,0.00573115665161514,0.00515166318781365,0.00167785234899329,0.00218700998597012,0,0,0.0055499736854696,0.00621226196005574,0.00425810678021618,0.00463029952250036,0.00489803607591956,0.00657792510488424,0.0051182736201411,0.00458126152299011,0.00378943523718212,0.0037955029041348,0.00909484625378952,0.00658841767246152,0,0,0.00488271418503977,0.00698727457256616,0.00770609318996416,0.00683356330902162,0.00766090700665436,0.00443002111986813,0.00422757803239826,0.00327362007820315,0.00695270332083067,0.00542174455426543,0,0,0.00172686188779072,0,0.00325732899022801,0.00295907811485072,0.00911812738160044,0.00713539853811347,0.00745091640833197,0.00783061150893823,0.0103391036281717,0.00848656294200849,0.00262743037309511,0.0030743554833326,0.00565382440836766,0.00403733449099197,0.00407637845955804,0.00386859878040784,0,0,0.00433676660689713,0.00474490487595463,0.00289961610716328,0.00452711918511855,0,0.00423988316766382,0,0.00244364136981587,0.0038613388867196,0,0,0.00688842000744694,0.00571697605595911,0.00350817147257637,0,0.00319501577539039,0,0,0,0,0.00720384204909285,0.00730282375851996,0.00172541286665023,0,0.00855578370978782,0,0.00234833659491194,0.00140362889421431,0,0.00178425395881347,0,0.00146418112991929,0.0070640765052814,0.00908568142610696,0.00403746097814776,0.00551893300628545,0.00558054780479472,0.00788830164865504,0.0066334991708126,0.00655059472504741,0.00778087044534413,0.0068506817426006
"Seq130",0,0,0,0,0,0,0.000446528242911364,0.000372046877906616,0,0,0,0,0.0007119524248262,0,0.00024313997915943,0,0.000419463087248322,0.00066022942972683,0,0,0.00090904741399933,0.000580585229911751,0,0,0.000235482503649979,0.000310768115191381,0.000414995158389819,0.000391083300743058,0.000410902616079989,0,0.00027067994802945,0.000332189126342598,0,0,0.000201349038558341,0.000507455695214302,0,0,0.000223676116982609,0.000154535620460516,0.000237060450414856,0.000318268618714195,0,0.000287880241819403,0.0254474985975827,0,0.000110225226880259,0,0.000680635908405853,0.000457093367334665,0,0.000696136442742778,0,0,0,0.000342891432000343,0.00121266017219774,0.00030743554833326,0,0.000390709789450836,0.000153247310509701,0.000240421393132691,0,3.4944263899081e-05,0.000208498394562362,0.000361516561977496,0,0.000203139963434807,0.00128108076631922,0.00113063551137702,0.00278964344869671,0.00110135949062124,0.0012148032452601,0.00102088167053364,0.000639386189258312,0.000868809730668983,0.00151331719128329,0,0.00073882526782416,0,0,0.000556242274412855,0,0,0.000400213447171825,0.000398335841373816,0,0.00252150697122516,0,0.000472032098182676,0,0,0.000848250848250848,0,0,0,0.00116623904568325,0.00176346559325283,0.000208116545265349,0,0.000170833096065144,0,0,0.000275814514738838,0,0.000399068839374792
"Seq132",0.0029863915566566,0.00458990221512672,0.00324765063571034,0.00295575896262395,0,0,0.00413038624693012,0.00523966019718484,0.00184528547651784,0.00113103356508433,0,0,0.00301532791691096,0.00328223868981152,0.00850989927058006,0.00470755429231247,0.00507169005491153,0.00420896261450854,0.000217633776762153,0,0.0129658867996747,0.0127728750580585,0.0119008625395786,0.00766893358414122,0.0117741251824989,0.0108250893458331,0.0106054318255176,0.01424660595564,0.0109117472492353,0.0119615849100006,0.013263317453443,0.0152806998117595,0.00127329961447317,0.000397540549136012,0.0146984798147589,0.0149113904286049,0.0154719235364397,0.0122215651488271,0.015769166247274,0.0150414670581569,0.0050967996839194,0.00932072383377285,0.00997164028908609,0.0107475290279244,0.000611963894130246,0,0.00323327332182092,0.00406026284859494,0.00607710632505226,0.00594221377535064,0.0145617855198694,0.0178384963452837,0.0131070865285256,0.0149399824841585,0.0146549679867204,0.0169302644550169,0.00840777719390436,0.00527032368571303,0.00799612309183426,0.00746689819839375,0.00781561283599473,0.00802133193451796,0,0,0.00758934156206997,0.00836007049572958,0.00608510985869476,0.00536869903363417,0.0061142491119781,0.00791444857963914,0.0066254031906547,0.00347616589227327,0.00616078788667621,0.0187470997679814,0.0115089514066496,0.0177175127218568,0.0156712402475114,0.00269530247283306,0.00476878127413776,0.00503214984623987,0.000793675020605025,0,0,0,0.0130069370330843,0.0108435867929539,0.0107398147822106,0.000572106623723355,0.0118069815195072,0.000337165784416197,0.0024906600249066,0.00243067442656624,0.000321750321750322,0.00144970634153595,0.00100560702096538,0.000785658167273766,0.012662023924561,0.0141460609545716,0.0117793964620187,0.0108845623179519,0.0151472011844428,0.0162499013962294,0.0149727552712627,0.0123082227202207,0.0144230769230769,0.018623212504157
"Seq134",0.000373298944582075,0.000439034124925165,0.00114013266998342,0.0009534706331045,0,0,0.000223264121455682,0.000341042971414398,0.000868369636008394,0.000964705099630751,0,0,0,0,0.00215352552969781,0.00270906426255718,0.00430902989627822,0.00334241148799208,0,0,0.00358834505526051,0.00388992104040873,0.00343924009171307,0.00342449235518256,0.00263740404087976,0.0022271714922049,0.00285885553557431,0.0027934521481647,0.00447427293064877,0.00546322387716372,0.00400606323083586,0.00382017495293987,0.00077812754217805,0.000371037845860278,0.00729890264773986,0.00601139823561558,0.00507765830346475,0.00630790459294303,0.00313146563775653,0.00458455674032865,0.00632161201106282,0.00563790124579431,0.00329338578355137,0.00494194415123309,0.00321281044418379,0,0.00238821324907227,0.00231506215051466,0.00330594584082843,0.00416195539731037,0.00680457267283615,0.00739644970414201,0.00310001631587535,0.00365771984956983,0.00222907280056912,0.0021002100210021,0.00291038441327459,0.00281083929904695,0.00419998384621598,0.00607770783590189,0.00545560425414534,0.00472100190151465,0,0,0.00379467078103499,0.00370554476026933,0.00220534182798334,0.00266983951942889,0.00209631398124964,0.00282658877844255,0.00191787987097899,0.000653932197556359,0.00104125992450866,0.00593967517401392,0.00754475703324808,0.00719870919697158,0.0077347323110035,0.00248138957816377,0.00174631426940256,0.0017971963736571,0.000763149058274062,0,0,0,0.000933831376734258,0.00115074798619102,0.000739462657135815,0,0.00102669404517454,0,0,0,0,0.000743439149505613,0,0,0.0077971410482823,0.00801226758673567,0.00378772112382934,0.00275946650314273,0.00313194009452765,0.00283978859351582,0.00161099265576878,0.00210308567488364,0.00234058704453441,0.00292650482208181
"Seq137",0.0426578884854244,0.0322091398922371,0.0903814262023217,0.101067887109077,0.000388802488335925,0.000171575636259651,0.000781424425094887,0.000713089849321014,0.00741732397423837,0.0166993779315392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq142",0.0026470288797638,0.00203552185192576,0,0,0.00177738280382137,0.00183014012010295,0.00357222594329091,0.00331741799466733,0.000217092409002099,0.000332656930907155,0.00111401014335552,0.000957777955144066,0.00372728034173716,0.00402666395966569,0.00093782563390066,0.00137673757605365,0.00167785234899329,0.00210448130725427,0.000571288664000653,0.000613384039747286,0.00114827041768336,0.000812819321876451,0.0014739600393056,0.00168813003424492,0.000800640512409928,0.00129486714663076,0.00129109604832388,0.00167607128889882,0.00164361046431996,0.00155270573350969,0.00167821567778259,0.00116266194219909,0.00169773281929756,0.00106010813102937,0.00181214134702507,0.00206885783433523,0.00197132616487455,0.00131414679019646,0.00145389476038696,0.00128779683717097,0.00177795337811142,0.00181867782122397,0.00242429786844753,0.00177526149121965,0,0.001115915748361,0.00154315317632362,0.00128218826797735,0.00233360882882007,0.00226140929102413,0.00156505171475231,0.00130525583014271,0.00217545004622831,0.00211220442017413,0.0017548019919374,0.0018001800180018,0.00121266017219774,0.00281083929904695,0.0016961473225103,0.0025179075320165,0.00199221503662611,0.00279763075645313,0,0.00115316070866967,0.000833993578249447,0.000497085272719056,0.00289961610716328,0.000493339911198816,0.00256216153263844,0.00197861214490978,0.00226658530206608,0.00106694200653932,0.00151850405657512,0.0039907192575406,0.0040920716112532,0.00425096189648753,0.00406914178100619,0.00162573799948661,0.00114182086845552,0.00199688485961899,0.00280838853444855,0.00389369592088999,0.0162918610318179,0.0135843660629171,0.00193436499466382,0.0020359387447995,0.000880312687066446,0.00599652498198924,0.00154004106776181,0.00171954550052261,0.000889521437466643,0.000410818212940774,0.00257400257400257,0,0.000335202340321794,0.000214270409256482,0.00216587251341175,0.00130343109066513,0.00145681581685744,0.00145638509888088,0.00159444222994135,0.000552181115405853,0.0015636105188344,0.00124116531632477,0.00183451417004049,0.00179580977718656
"Seq144",0.00342756303661723,0.00335262422670126,0.00141652846876727,0.00123951182303585,0,0,0.00383270075165588,0.00359645315309729,0.000976915840509444,0.00139715910981005,0,0,0.00297344836250942,0.00301153859168274,0.00576589093435221,0.00661722254296754,0.00183038438071995,0.00189815961046464,0,0,0.00665039950241615,0.00586391082210869,0.00414892455508243,0.00689721699705783,0.00937220364526916,0.00870150722535868,0.00843823488725965,0.00910665400301693,0.00255672738894215,0.00391051814365403,0.0048722390645301,0.005370390875872,0.000282955469882927,0.000344535142584544,0.00558743581999396,0.0072214848934343,0.0045400238948626,0.00499375780274657,0.00447352233965218,0.0041209498789471,0.00316080600553141,0.00263708284077476,0.00498582014454304,0.00331062278092314,0,0,0.00113899401109601,0.00178081703885743,0.0035004132432301,0.00259821493011283,0.00578388677191072,0.00730943264879916,0.00511230760863654,0.00504868373602596,0.00588095802703344,0.00582915434400583,0.00185941226403654,0.00193245201809478,0.00436152168645505,0.0039939222921641,0.00349403867962117,0.00430572858610364,0,0,0.00383637045994746,0.00537755885941525,0.00514579759862779,0.00728401868887664,0.00186339020555523,0.00339190653413106,0.00488187603521925,0.00117019445878506,0,0.00556844547563805,0.00434782608695652,0.00524388730296636,0.00598601022329836,0.00175408573628818,0.00171273130268328,0.00295538959223611,0.000152629811654812,0,0,0,0.00913820704375667,0.00805523590333717,0.00211275044895947,0.00214010255540959,0.00693018480492813,0.00144981287298965,0.00281088774239459,0.00167750770284149,0.00152100152100152,0.000892126979406736,0.00015236470014627,0.000178558674380401,0.00889673786278365,0.00996741422273337,0.00337148803329865,0.00306607389238081,0.00518193724730938,0.00686282243432989,0.00724946695095949,0.00596448888122737,0.00702176113360324,0.0066511473229132
"Seq148",0.00339362676892795,0.00315306326082618,0,0,0,0,0.00308848701347027,0.00077509766230545,0.00112164411317751,0.00166328465453578,0,0,0.00309908702571405,0.0018610631746354,0.00336922542549496,0.00555136119376471,0.00381330079316656,0,0,0,0.00459308167073346,0.00807013469577334,0.00567747570695491,0.00617373269666715,0.00414449206423963,0.00460972704200549,0.00631714852215613,0,0.00525042231657764,0.00540571625740411,0.00438501515807709,0.00559185029343373,0.000990344144590245,0.000159016219654405,0.0047820396657606,0.00312280427824186,0.00412186379928315,0,0,0.00752073352907845,0.00517581983405768,0.00522869873601891,0.00750160095142256,0.0066692256021495,0,0,0.000146966969173678,0.000178081703885743,0.000486168506004181,0.00363268939302812,0.0086418072945019,0.0107030978071702,0.000108772502311416,0.00499716655504611,0.00588095802703344,0.00308602288800309,0.00384009054529286,0.00421625894857042,0.00694612713028027,0.00811808118081181,0.00533300640573758,0.00332218652328809,0,4.65923518654413e-05,0.00304407656061048,0.00253061593384247,0.000735113942661112,0.00240865956644128,0.00471670645781168,0.00475809111037829,0,0.00223713646532438,0,0.00788863109048724,0.0138107416879795,0.0066712175747797,0.00881086898036051,0,0.00225005877019176,0,0,0,0,0,0.00827107790821772,0.00531114455165088,0.0104581147223494,0.000317837013179641,0.00795687885010267,0.00171954550052261,0.00273972602739726,0,0.00172575172575173,0,0,0.000999928576530248,0.00463163506714205,0.00310523289246693,0,0.00467576268588073,0,0,0.0045013030087657,0.00417169453542493,0.00442813765182186,0.00611905553708015
"Seq153",0.00665150846709879,0.00662542406705248,0.0108139856274185,0.00738939740655988,0,0.000114383757506434,0.00290243357892387,0.00213926954796304,0.0032925682031985,0.00399188317088587,0.00023452845123274,7.98148295953388e-05,0.00318284613451713,0.00287618854261835,0.0128864188954498,0.0153661677843407,0,0,0,0,0.000382756805894455,0,0,0,0.000847737013139924,0,0.00253608152349334,0.00245823789038494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000407975929420164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106742572495997,0.00030811365970558,0,0.000631923277079771,0,0,0.00036653227150045,0.000153344834195898,0,0,0,0,0,0.000344768143423548,0,0
